variant,round,metric,value
task2,79.0,coins,1.7848
task2,80.0,coins,1.8
task2,81.0,coins,1.7901
task2,82.0,coins,1.7683
task2,83.0,coins,1.8313
task2,84.0,coins,1.8571
task2,85.0,coins,1.8471
task2,86.0,coins,1.8256
task2,87.0,coins,1.8046
task2,88.0,coins,1.7841
task2,89.0,coins,1.764
task2,90.0,coins,1.8111
task2,91.0,coins,1.8022
task2,92.0,coins,1.7826
task2,93.0,coins,1.7634
task2,94.0,coins,1.7766
task2,95.0,coins,1.8842
task2,96.0,coins,1.875
task2,97.0,coins,1.866
task2,98.0,coins,1.8673
task2,99.0,coins,1.8485
task2,100.0,coins,1.83
task2,101.0,coins,1.84
task2,102.0,coins,1.81
task2,103.0,coins,1.83
task2,104.0,coins,1.77
task2,105.0,coins,1.8
task2,106.0,coins,1.76
task2,107.0,coins,1.75
task2,108.0,coins,1.75
task2,109.0,coins,1.72
task2,110.0,coins,1.72
task2,111.0,coins,1.7
task2,112.0,coins,1.7
task2,113.0,coins,1.71
task2,114.0,coins,1.76
task2,115.0,coins,1.75
task2,116.0,coins,1.8
task2,117.0,coins,1.77
task2,118.0,coins,1.8
task2,119.0,coins,1.78
task2,120.0,coins,1.83
task2,121.0,coins,1.84
task2,122.0,coins,1.84
task2,123.0,coins,1.86
task2,124.0,coins,1.87
task2,125.0,coins,1.86
task2,126.0,coins,1.86
task2,127.0,coins,1.85
task2,128.0,coins,1.87
task2,129.0,coins,1.88
task2,130.0,coins,1.88
task2,131.0,coins,1.88
task2,132.0,coins,1.89
task2,133.0,coins,1.97
task2,134.0,coins,1.95
task2,135.0,coins,1.97
task2,136.0,coins,2.07
task2,137.0,coins,2.03
task2,138.0,coins,2.06
task2,139.0,coins,2.06
task2,140.0,coins,2.24
task2,141.0,coins,2.24
task2,142.0,coins,2.29
task2,143.0,coins,2.29
task2,144.0,coins,2.28
task2,145.0,coins,2.28
task2,146.0,coins,2.29
task2,147.0,coins,2.28
task2,148.0,coins,2.25
task2,149.0,coins,2.19
task2,150.0,coins,2.2
task2,151.0,coins,2.16
task2,152.0,coins,2.16
task2,153.0,coins,2.15
task2,154.0,coins,2.09
task2,155.0,coins,2.1
task2,156.0,coins,2.14
task2,157.0,coins,2.19
task2,158.0,coins,2.18
task2,159.0,coins,2.08
task2,160.0,coins,2.1
task2,161.0,coins,2.1
task2,162.0,coins,2.09
task2,163.0,coins,2.02
task2,164.0,coins,2.0
task2,165.0,coins,2.0
task2,166.0,coins,2.03
task2,167.0,coins,2.03
task2,168.0,coins,2.03
task2,169.0,coins,2.02
task2,170.0,coins,1.99
task2,171.0,coins,1.98
task2,172.0,coins,2.02
task2,173.0,coins,1.98
task2,174.0,coins,1.98
task2,175.0,coins,1.97
task2,176.0,coins,1.94
task2,177.0,coins,1.94
task2,178.0,coins,1.97
task2,179.0,coins,1.97
task2,180.0,coins,1.94
task2,181.0,coins,1.96
task2,182.0,coins,2.01
task2,183.0,coins,2.02
task2,184.0,coins,1.98
task2,185.0,coins,1.97
task2,186.0,coins,1.97
task2,187.0,coins,1.99
task2,188.0,coins,2.01
task2,189.0,coins,2.04
task2,190.0,coins,1.98
task2,191.0,coins,2.02
task2,192.0,coins,2.03
task2,193.0,coins,2.03
task2,194.0,coins,2.1
task2,195.0,coins,1.99
task2,196.0,coins,1.98
task2,197.0,coins,1.97
task2,198.0,coins,1.97
task2,199.0,coins,1.97
task2,200.0,coins,2.0
task2,201.0,coins,2.04
task2,202.0,coins,2.01
task2,203.0,coins,1.98
task2,204.0,coins,1.98
task2,205.0,coins,1.96
task2,206.0,coins,1.96
task2,207.0,coins,1.99
task2,208.0,coins,2.02
task2,209.0,coins,2.03
task2,210.0,coins,2.04
task2,211.0,coins,2.06
task2,212.0,coins,2.06
task2,213.0,coins,2.09
task2,214.0,coins,2.04
task2,215.0,coins,2.04
task2,216.0,coins,2.0
task2,217.0,coins,2.02
task2,218.0,coins,1.99
task2,219.0,coins,2.05
task2,220.0,coins,2.07
task2,221.0,coins,2.06
task2,222.0,coins,2.06
task2,223.0,coins,2.11
task2,224.0,coins,2.09
task2,225.0,coins,2.13
task2,226.0,coins,2.14
task2,227.0,coins,2.15
task2,228.0,coins,2.15
task2,229.0,coins,2.15
task2,230.0,coins,2.15
task2,231.0,coins,2.15
task2,232.0,coins,2.13
task2,233.0,coins,2.01
task2,234.0,coins,2.03
task2,235.0,coins,2.01
task2,236.0,coins,1.9
task2,237.0,coins,1.89
task2,238.0,coins,1.84
task2,239.0,coins,1.84
task2,240.0,coins,1.76
task2,241.0,coins,1.76
task2,242.0,coins,1.69
task2,243.0,coins,1.69
task2,244.0,coins,1.7
task2,245.0,coins,1.7
task2,246.0,coins,1.68
task2,247.0,coins,1.68
task2,248.0,coins,1.67
task2,249.0,coins,1.72
task2,250.0,coins,1.77
task2,251.0,coins,1.77
task2,252.0,coins,1.82
task2,253.0,coins,1.82
task2,254.0,coins,1.84
task2,255.0,coins,1.85
task2,256.0,coins,1.82
task2,257.0,coins,1.79
task2,258.0,coins,1.8
task2,259.0,coins,1.83
task2,260.0,coins,1.81
task2,261.0,coins,1.81
task2,262.0,coins,1.78
task2,263.0,coins,1.79
task2,264.0,coins,1.79
task2,265.0,coins,1.78
task2,266.0,coins,1.78
task2,267.0,coins,1.8
task2,268.0,coins,1.8
task2,269.0,coins,1.83
task2,270.0,coins,1.84
task2,271.0,coins,1.82
task2,272.0,coins,1.79
task2,273.0,coins,1.79
task2,274.0,coins,1.81
task2,275.0,coins,1.8
task2,276.0,coins,1.85
task2,277.0,coins,1.91
task2,278.0,coins,1.9
task2,279.0,coins,1.9
task2,280.0,coins,1.9
task2,281.0,coins,1.88
task2,282.0,coins,1.85
task2,283.0,coins,1.78
task2,284.0,coins,1.79
task2,285.0,coins,1.79
task2,286.0,coins,1.79
task2,287.0,coins,1.77
task2,288.0,coins,1.75
task2,289.0,coins,1.72
task2,290.0,coins,1.72
task2,291.0,coins,1.68
task2,292.0,coins,1.68
task2,293.0,coins,1.68
task2,294.0,coins,1.6
task2,295.0,coins,1.68
task2,296.0,coins,1.71
task2,297.0,coins,1.71
task2,298.0,coins,1.71
task2,299.0,coins,1.71
task2,300.0,coins,1.68
task2,301.0,coins,1.64
task2,302.0,coins,1.79
task2,303.0,coins,1.79
task2,304.0,coins,1.83
task2,305.0,coins,1.82
task2,306.0,coins,1.83
task2,307.0,coins,1.8
task2,308.0,coins,1.77
task2,309.0,coins,1.78
task2,310.0,coins,1.77
task2,311.0,coins,1.76
task2,312.0,coins,1.77
task2,313.0,coins,1.75
task2,314.0,coins,1.76
task2,315.0,coins,1.78
task2,316.0,coins,1.89
task2,317.0,coins,1.92
task2,318.0,coins,1.97
task2,319.0,coins,1.9
task2,320.0,coins,1.89
task2,321.0,coins,1.92
task2,322.0,coins,1.95
task2,323.0,coins,1.99
task2,324.0,coins,2.06
task2,325.0,coins,2.02
task2,326.0,coins,2.03
task2,327.0,coins,2.02
task2,328.0,coins,2.0
task2,329.0,coins,2.0
task2,330.0,coins,2.0
task2,331.0,coins,2.07
task2,332.0,coins,2.08
task2,333.0,coins,2.08
task2,334.0,coins,2.09
task2,335.0,coins,2.17
task2,336.0,coins,2.16
task2,337.0,coins,2.19
task2,338.0,coins,2.21
task2,339.0,coins,2.23
task2,340.0,coins,2.14
task2,341.0,coins,2.16
task2,342.0,coins,2.16
task2,343.0,coins,2.18
task2,344.0,coins,2.17
task2,345.0,coins,2.16
task2,346.0,coins,2.16
task2,347.0,coins,2.16
task2,348.0,coins,2.17
task2,349.0,coins,2.11
task2,350.0,coins,2.08
task2,351.0,coins,2.06
task2,352.0,coins,2.02
task2,353.0,coins,2.05
task2,354.0,coins,2.03
task2,355.0,coins,2.04
task2,356.0,coins,2.03
task2,357.0,coins,2.0
task2,358.0,coins,2.04
task2,359.0,coins,2.02
task2,360.0,coins,2.02
task2,361.0,coins,2.02
task2,362.0,coins,2.17
task2,363.0,coins,2.13
task2,364.0,coins,2.16
task2,365.0,coins,2.19
task2,366.0,coins,2.17
task2,367.0,coins,2.15
task2,368.0,coins,2.18
task2,369.0,coins,2.21
task2,370.0,coins,2.22
task2,371.0,coins,2.24
task2,372.0,coins,2.24
task2,373.0,coins,2.23
task2,374.0,coins,2.2
task2,375.0,coins,2.21
task2,376.0,coins,2.16
task2,377.0,coins,2.1
task2,378.0,coins,2.07
task2,379.0,coins,2.09
task2,380.0,coins,2.09
task2,381.0,coins,2.08
task2,382.0,coins,2.06
task2,383.0,coins,2.06
task2,384.0,coins,2.05
task2,385.0,coins,2.06
task2,386.0,coins,2.06
task2,387.0,coins,2.08
task2,388.0,coins,2.11
task2,389.0,coins,2.2
task2,390.0,coins,2.34
task2,391.0,coins,2.35
task2,392.0,coins,2.35
task2,393.0,coins,2.35
task2,394.0,coins,2.34
task2,395.0,coins,2.27
task2,396.0,coins,2.3
task2,397.0,coins,2.33
task2,398.0,coins,2.31
task2,399.0,coins,2.33
task2,400.0,coins,2.33
task2,401.0,coins,2.52
task2,402.0,coins,2.38
task2,403.0,coins,2.38
task2,404.0,coins,2.49
task2,405.0,coins,2.5
task2,406.0,coins,2.49
task2,407.0,coins,2.5
task2,408.0,coins,2.52
task2,409.0,coins,2.5
task2,410.0,coins,2.53
task2,411.0,coins,2.59
task2,412.0,coins,2.62
task2,413.0,coins,2.71
task2,414.0,coins,2.72
task2,415.0,coins,2.7
task2,416.0,coins,2.64
task2,417.0,coins,2.58
task2,418.0,coins,2.54
task2,419.0,coins,2.54
task2,420.0,coins,2.46
task2,421.0,coins,2.43
task2,422.0,coins,2.41
task2,423.0,coins,2.31
task2,424.0,coins,2.25
task2,425.0,coins,2.26
task2,426.0,coins,2.24
task2,427.0,coins,2.25
task2,428.0,coins,2.34
task2,429.0,coins,2.43
task2,430.0,coins,2.47
task2,431.0,coins,2.45
task2,432.0,coins,2.44
task2,433.0,coins,2.45
task2,434.0,coins,2.43
task2,435.0,coins,2.38
task2,436.0,coins,2.38
task2,437.0,coins,2.37
task2,438.0,coins,2.34
task2,439.0,coins,2.32
task2,440.0,coins,2.31
task2,441.0,coins,2.29
task2,442.0,coins,2.28
task2,443.0,coins,2.26
task2,444.0,coins,2.35
task2,445.0,coins,2.35
task2,446.0,coins,2.49
task2,447.0,coins,2.49
task2,448.0,coins,2.49
task2,449.0,coins,2.48
task2,450.0,coins,2.48
task2,451.0,coins,2.52
task2,452.0,coins,2.53
task2,453.0,coins,2.51
task2,454.0,coins,2.51
task2,455.0,coins,2.48
task2,456.0,coins,2.5
task2,457.0,coins,2.5
task2,458.0,coins,2.46
task2,459.0,coins,2.44
task2,460.0,coins,2.56
task2,461.0,coins,2.63
task2,462.0,coins,2.53
task2,463.0,coins,2.55
task2,464.0,coins,2.55
task2,465.0,coins,2.6
task2,466.0,coins,2.6
task2,467.0,coins,2.66
task2,468.0,coins,2.64
task2,469.0,coins,2.58
task2,470.0,coins,2.59
task2,471.0,coins,2.62
task2,472.0,coins,2.72
task2,473.0,coins,2.74
task2,474.0,coins,2.77
task2,475.0,coins,2.76
task2,476.0,coins,2.76
task2,477.0,coins,2.76
task2,478.0,coins,2.76
task2,479.0,coins,2.74
task2,480.0,coins,2.75
task2,481.0,coins,2.75
task2,482.0,coins,2.75
task2,483.0,coins,2.78
task2,484.0,coins,2.79
task2,485.0,coins,2.78
task2,486.0,coins,2.95
task2,487.0,coins,3.02
task2,488.0,coins,2.99
task2,489.0,coins,2.91
task2,490.0,coins,2.8
task2,491.0,coins,2.78
task2,492.0,coins,2.77
task2,493.0,coins,2.77
task2,494.0,coins,2.77
task2,495.0,coins,2.75
task2,496.0,coins,2.77
task2,497.0,coins,2.74
task2,498.0,coins,2.75
task2,499.0,coins,2.73
task2,500.0,coins,2.84
task2,501.0,coins,2.64
task2,502.0,coins,2.63
task2,503.0,coins,2.69
task2,504.0,coins,2.55
task2,505.0,coins,2.62
task2,506.0,coins,2.62
task2,507.0,coins,2.71
task2,508.0,coins,2.69
task2,509.0,coins,2.69
task2,510.0,coins,2.67
task2,511.0,coins,2.66
task2,512.0,coins,2.63
task2,513.0,coins,2.55
task2,514.0,coins,2.53
task2,515.0,coins,2.54
task2,516.0,coins,2.64
task2,517.0,coins,2.64
task2,518.0,coins,2.63
task2,519.0,coins,2.64
task2,520.0,coins,2.66
task2,521.0,coins,2.66
task2,522.0,coins,2.92
task2,523.0,coins,2.95
task2,524.0,coins,2.98
task2,525.0,coins,2.99
task2,526.0,coins,2.99
task2,527.0,coins,3.01
task2,528.0,coins,2.92
task2,529.0,coins,2.83
task2,530.0,coins,2.8
task2,531.0,coins,2.75
task2,532.0,coins,2.91
task2,533.0,coins,2.9
task2,534.0,coins,3.16
task2,535.0,coins,3.14
task2,536.0,coins,3.21
task2,537.0,coins,3.22
task2,538.0,coins,3.27
task2,539.0,coins,3.28
task2,540.0,coins,3.44
task2,541.0,coins,3.44
task2,542.0,coins,3.46
task2,543.0,coins,3.48
task2,544.0,coins,3.39
task2,545.0,coins,3.44
task2,546.0,coins,3.37
task2,547.0,coins,3.39
task2,548.0,coins,3.42
task2,549.0,coins,3.44
task2,550.0,coins,3.43
task2,551.0,coins,3.39
task2,552.0,coins,3.37
task2,553.0,coins,3.51
task2,554.0,coins,3.58
task2,555.0,coins,3.65
task2,556.0,coins,3.64
task2,557.0,coins,3.7
task2,558.0,coins,3.69
task2,559.0,coins,3.69
task2,560.0,coins,3.58
task2,561.0,coins,3.51
task2,562.0,coins,3.49
task2,563.0,coins,3.45
task2,564.0,coins,3.42
task2,565.0,coins,3.34
task2,566.0,coins,3.32
task2,567.0,coins,3.36
task2,568.0,coins,3.38
task2,569.0,coins,3.52
task2,570.0,coins,3.49
task2,571.0,coins,3.48
task2,572.0,coins,3.4
task2,573.0,coins,3.39
task2,574.0,coins,3.36
task2,575.0,coins,3.37
task2,576.0,coins,3.43
task2,577.0,coins,3.43
task2,578.0,coins,3.51
task2,579.0,coins,3.57
task2,580.0,coins,3.58
task2,581.0,coins,3.58
task2,582.0,coins,3.62
task2,583.0,coins,3.59
task2,584.0,coins,3.58
task2,585.0,coins,3.58
task2,586.0,coins,3.49
task2,587.0,coins,3.5
task2,588.0,coins,3.54
task2,589.0,coins,3.57
task2,590.0,coins,3.54
task2,591.0,coins,3.59
task2,592.0,coins,3.62
task2,593.0,coins,3.62
task2,594.0,coins,3.67
task2,595.0,coins,3.74
task2,596.0,coins,3.69
task2,597.0,coins,3.75
task2,598.0,coins,3.82
task2,599.0,coins,3.84
task2,600.0,coins,3.75
task2,601.0,coins,3.75
task2,602.0,coins,3.85
task2,603.0,coins,3.87
task2,604.0,coins,3.89
task2,605.0,coins,3.85
task2,606.0,coins,3.86
task2,607.0,coins,3.77
task2,608.0,coins,3.84
task2,609.0,coins,3.85
task2,610.0,coins,3.88
task2,611.0,coins,4.15
task2,612.0,coins,4.14
task2,613.0,coins,4.12
task2,614.0,coins,4.12
task2,615.0,coins,4.11
task2,616.0,coins,3.98
task2,617.0,coins,4.01
task2,618.0,coins,4.01
task2,619.0,coins,4.01
task2,620.0,coins,3.99
task2,621.0,coins,4.02
task2,622.0,coins,3.78
task2,623.0,coins,3.75
task2,624.0,coins,3.71
task2,625.0,coins,3.7
task2,626.0,coins,3.79
task2,627.0,coins,3.83
task2,628.0,coins,3.94
task2,629.0,coins,3.95
task2,630.0,coins,3.94
task2,631.0,coins,3.94
task2,632.0,coins,3.82
task2,633.0,coins,3.82
task2,634.0,coins,3.65
task2,635.0,coins,3.64
task2,636.0,coins,3.58
task2,637.0,coins,3.58
task2,638.0,coins,3.55
task2,639.0,coins,3.55
task2,640.0,coins,3.4
task2,641.0,coins,3.4
task2,642.0,coins,3.5
task2,643.0,coins,3.49
task2,644.0,coins,3.49
task2,645.0,coins,3.54
task2,646.0,coins,3.47
task2,647.0,coins,3.45
task2,648.0,coins,3.41
task2,649.0,coins,3.4
task2,650.0,coins,3.38
task2,651.0,coins,3.42
task2,652.0,coins,3.41
task2,653.0,coins,3.26
task2,654.0,coins,3.2
task2,655.0,coins,3.22
task2,656.0,coins,3.27
task2,657.0,coins,3.25
task2,658.0,coins,3.25
task2,659.0,coins,3.26
task2,660.0,coins,3.25
task2,661.0,coins,3.26
task2,662.0,coins,3.23
task2,663.0,coins,3.25
task2,664.0,coins,3.39
task2,665.0,coins,3.39
task2,666.0,coins,3.4
task2,667.0,coins,3.31
task2,668.0,coins,3.31
task2,669.0,coins,3.27
task2,670.0,coins,3.3
task2,671.0,coins,3.27
task2,672.0,coins,3.29
task2,673.0,coins,3.31
task2,674.0,coins,3.37
task2,675.0,coins,3.47
task2,676.0,coins,3.44
task2,677.0,coins,3.48
task2,678.0,coins,3.41
task2,679.0,coins,3.36
task2,680.0,coins,3.34
task2,681.0,coins,3.34
task2,682.0,coins,3.31
task2,683.0,coins,3.3
task2,684.0,coins,3.31
task2,685.0,coins,3.37
task2,686.0,coins,3.29
task2,687.0,coins,3.2
task2,688.0,coins,3.23
task2,689.0,coins,3.22
task2,690.0,coins,3.22
task2,691.0,coins,3.18
task2,692.0,coins,3.17
task2,693.0,coins,3.29
task2,694.0,coins,3.23
task2,695.0,coins,3.17
task2,696.0,coins,3.2
task2,697.0,coins,3.14
task2,698.0,coins,3.17
task2,699.0,coins,3.15
task2,700.0,coins,3.13
task2,701.0,coins,3.14
task2,702.0,coins,3.04
task2,703.0,coins,3.0
task2,704.0,coins,2.98
task2,705.0,coins,2.94
task2,706.0,coins,3.0
task2,707.0,coins,2.99
task2,708.0,coins,2.92
task2,709.0,coins,2.92
task2,710.0,coins,2.93
task2,711.0,coins,2.62
task2,712.0,coins,2.64
task2,713.0,coins,2.63
task2,714.0,coins,2.65
task2,715.0,coins,2.65
task2,716.0,coins,2.63
task2,717.0,coins,2.6
task2,718.0,coins,2.6
task2,719.0,coins,2.6
task2,720.0,coins,2.6
task2,721.0,coins,2.58
task2,722.0,coins,2.6
task2,723.0,coins,2.59
task2,724.0,coins,2.68
task2,725.0,coins,2.69
task2,726.0,coins,2.62
task2,727.0,coins,2.56
task2,728.0,coins,2.45
task2,729.0,coins,2.53
task2,730.0,coins,2.59
task2,731.0,coins,2.59
task2,732.0,coins,2.74
task2,733.0,coins,2.73
task2,734.0,coins,2.67
task2,735.0,coins,2.68
task2,736.0,coins,2.67
task2,737.0,coins,2.64
task2,738.0,coins,2.79
task2,739.0,coins,2.84
task2,740.0,coins,2.83
task2,741.0,coins,2.83
task2,742.0,coins,2.71
task2,743.0,coins,2.72
task2,744.0,coins,2.76
task2,745.0,coins,2.68
task2,746.0,coins,2.68
task2,747.0,coins,2.72
task2,748.0,coins,2.76
task2,749.0,coins,2.87
task2,750.0,coins,2.87
task2,751.0,coins,2.88
task2,752.0,coins,2.88
task2,753.0,coins,2.88
task2,754.0,coins,2.88
task2,755.0,coins,2.83
task2,756.0,coins,2.77
task2,757.0,coins,2.73
task2,758.0,coins,2.73
task2,759.0,coins,2.77
task2,760.0,coins,2.77
task2,761.0,coins,2.77
task2,762.0,coins,2.77
task2,763.0,coins,2.75
task2,764.0,coins,2.66
task2,765.0,coins,2.69
task2,766.0,coins,2.72
task2,767.0,coins,2.76
task2,768.0,coins,2.74
task2,769.0,coins,2.64
task2,770.0,coins,2.61
task2,771.0,coins,2.6
task2,772.0,coins,2.55
task2,773.0,coins,2.52
task2,774.0,coins,2.46
task2,775.0,coins,2.41
task2,776.0,coins,2.54
task2,777.0,coins,2.5
task2,778.0,coins,2.5
task2,779.0,coins,2.49
task2,780.0,coins,2.54
task2,781.0,coins,2.55
task2,782.0,coins,2.57
task2,783.0,coins,2.57
task2,784.0,coins,2.56
task2,785.0,coins,2.5
task2,786.0,coins,2.6
task2,787.0,coins,2.59
task2,788.0,coins,2.56
task2,789.0,coins,2.53
task2,790.0,coins,2.6
task2,791.0,coins,2.61
task2,792.0,coins,2.77
task2,793.0,coins,2.79
task2,794.0,coins,2.79
task2,795.0,coins,2.78
task2,796.0,coins,2.72
task2,797.0,coins,2.72
task2,798.0,coins,2.61
task2,799.0,coins,2.63
task2,800.0,coins,2.72
task2,801.0,coins,2.71
task2,802.0,coins,2.73
task2,803.0,coins,2.72
task2,804.0,coins,2.75
task2,805.0,coins,2.75
task2,806.0,coins,2.68
task2,807.0,coins,2.71
task2,808.0,coins,2.72
task2,809.0,coins,2.73
task2,810.0,coins,2.71
task2,811.0,coins,2.74
task2,812.0,coins,2.75
task2,813.0,coins,2.93
task2,814.0,coins,2.92
task2,815.0,coins,2.94
task2,816.0,coins,3.01
task2,817.0,coins,3.02
task2,818.0,coins,3.02
task2,819.0,coins,3.03
task2,820.0,coins,3.03
task2,821.0,coins,3.17
task2,822.0,coins,3.14
task2,823.0,coins,3.15
task2,824.0,coins,3.09
task2,825.0,coins,3.23
task2,826.0,coins,3.29
task2,827.0,coins,3.28
task2,828.0,coins,3.3
task2,829.0,coins,3.21
task2,830.0,coins,3.2
task2,831.0,coins,3.2
task2,832.0,coins,3.01
task2,833.0,coins,3.02
task2,834.0,coins,3.01
task2,835.0,coins,3.02
task2,836.0,coins,3.02
task2,837.0,coins,3.02
task2,838.0,coins,2.89
task2,839.0,coins,2.83
task2,840.0,coins,2.88
task2,841.0,coins,2.89
task2,842.0,coins,2.9
task2,843.0,coins,2.88
task2,844.0,coins,2.84
task2,845.0,coins,2.89
task2,846.0,coins,2.95
task2,847.0,coins,2.93
task2,848.0,coins,2.9
task2,849.0,coins,2.78
task2,850.0,coins,2.82
task2,851.0,coins,2.78
task2,852.0,coins,2.78
task2,853.0,coins,2.84
task2,854.0,coins,3.05
task2,855.0,coins,3.02
task2,856.0,coins,3.02
task2,857.0,coins,3.05
task2,858.0,coins,3.08
task2,859.0,coins,3.03
task2,860.0,coins,3.05
task2,861.0,coins,3.04
task2,862.0,coins,3.04
task2,863.0,coins,3.08
task2,864.0,coins,3.03
task2,865.0,coins,3.0
task2,866.0,coins,2.98
task2,867.0,coins,3.0
task2,868.0,coins,3.06
task2,869.0,coins,3.07
task2,870.0,coins,3.1
task2,871.0,coins,3.1
task2,872.0,coins,3.12
task2,873.0,coins,3.12
task2,874.0,coins,3.12
task2,875.0,coins,3.08
task2,876.0,coins,2.93
task2,877.0,coins,2.93
task2,878.0,coins,2.92
task2,879.0,coins,2.92
task2,880.0,coins,2.96
task2,881.0,coins,2.95
task2,882.0,coins,2.92
task2,883.0,coins,2.98
task2,884.0,coins,3.02
task2,885.0,coins,3.02
task2,886.0,coins,2.92
task2,887.0,coins,2.94
task2,888.0,coins,2.91
task2,889.0,coins,2.93
task2,890.0,coins,2.91
task2,891.0,coins,2.89
task2,892.0,coins,2.71
task2,893.0,coins,2.57
task2,894.0,coins,2.85
task2,895.0,coins,2.91
task2,896.0,coins,2.91
task2,897.0,coins,2.91
task2,898.0,coins,2.91
task2,899.0,coins,2.89
task2,900.0,coins,2.84
task2,901.0,coins,2.86
task2,902.0,coins,2.84
task2,903.0,coins,2.84
task2,904.0,coins,2.8
task2,905.0,coins,2.8
task2,906.0,coins,2.83
task2,907.0,coins,2.92
task2,908.0,coins,3.03
task2,909.0,coins,3.23
task2,910.0,coins,3.22
task2,911.0,coins,3.2
task2,912.0,coins,3.17
task2,913.0,coins,3.02
task2,914.0,coins,3.01
task2,915.0,coins,3.03
task2,916.0,coins,2.95
task2,917.0,coins,2.94
task2,918.0,coins,2.95
task2,919.0,coins,2.94
task2,920.0,coins,2.94
task2,921.0,coins,2.81
task2,922.0,coins,2.79
task2,923.0,coins,2.78
task2,924.0,coins,2.89
task2,925.0,coins,2.76
task2,926.0,coins,2.69
task2,927.0,coins,2.79
task2,928.0,coins,2.77
task2,929.0,coins,2.76
task2,930.0,coins,2.89
task2,931.0,coins,2.89
task2,932.0,coins,2.89
task2,933.0,coins,2.92
task2,934.0,coins,2.89
task2,935.0,coins,3.13
task2,936.0,coins,3.13
task2,937.0,coins,3.13
task2,938.0,coins,3.16
task2,939.0,coins,3.16
task2,940.0,coins,3.13
task2,941.0,coins,3.12
task2,942.0,coins,3.11
task2,943.0,coins,3.12
task2,944.0,coins,3.12
task2,945.0,coins,3.06
task2,946.0,coins,3.03
task2,947.0,coins,3.01
task2,948.0,coins,3.02
task2,949.0,coins,3.02
task2,950.0,coins,2.98
task2,951.0,coins,2.95
task2,952.0,coins,3.06
task2,953.0,coins,3.2
task2,954.0,coins,2.98
task2,955.0,coins,2.97
task2,956.0,coins,3.0
task2,957.0,coins,3.05
task2,958.0,coins,3.07
task2,959.0,coins,3.21
task2,960.0,coins,3.21
task2,961.0,coins,3.21
task2,962.0,coins,3.24
task2,963.0,coins,3.21
task2,964.0,coins,3.25
task2,965.0,coins,3.26
task2,966.0,coins,3.27
task2,967.0,coins,3.2
task2,968.0,coins,3.13
task2,969.0,coins,3.16
task2,970.0,coins,3.13
task2,971.0,coins,3.15
task2,972.0,coins,3.37
task2,973.0,coins,3.37
task2,974.0,coins,3.62
task2,975.0,coins,3.61
task2,976.0,coins,3.6
task2,977.0,coins,3.67
task2,978.0,coins,3.67
task2,979.0,coins,3.69
task2,980.0,coins,3.64
task2,981.0,coins,3.67
task2,982.0,coins,3.7
task2,983.0,coins,3.72
task2,984.0,coins,3.69
task2,985.0,coins,3.7
task2,986.0,coins,3.7
task2,987.0,coins,3.68
task2,988.0,coins,3.7
task2,989.0,coins,3.77
task2,990.0,coins,3.72
task2,991.0,coins,3.72
task2,992.0,coins,3.72
task2,993.0,coins,3.74
