variant,round,metric,value
task1,1927.0,coins,50.0
task1,1928.0,coins,50.0
task1,1929.0,coins,50.0
task1,1930.0,coins,50.0
task1,1931.0,coins,50.0
task1,1932.0,coins,50.0
task1,1933.0,coins,50.0
task1,1934.0,coins,50.0
task1,1935.0,coins,50.0
task1,1936.0,coins,50.0
task1,1937.0,coins,50.0
task1,1938.0,coins,50.0
task1,1939.0,coins,50.0
task1,1940.0,coins,50.0
task1,1941.0,coins,50.0
task1,1942.0,coins,50.0
task1,1943.0,coins,50.0
task1,1944.0,coins,50.0
task1,1945.0,coins,50.0
task1,1946.0,coins,50.0
task1,1947.0,coins,50.0
task1,1948.0,coins,50.0
task1,1949.0,coins,50.0
task1,1950.0,coins,50.0
task1,1951.0,coins,50.0
task1,1952.0,coins,50.0
task1,1953.0,coins,50.0
task1,1954.0,coins,50.0
task1,1955.0,coins,50.0
task1,1956.0,coins,50.0
task1,1957.0,coins,50.0
task1,1958.0,coins,50.0
task1,1959.0,coins,50.0
task1,1960.0,coins,50.0
task1,1961.0,coins,50.0
task1,1962.0,coins,50.0
task1,1963.0,coins,50.0
task1,1964.0,coins,50.0
task1,1965.0,coins,50.0
task1,1966.0,coins,50.0
task1,1967.0,coins,50.0
task1,1968.0,coins,50.0
task1,1969.0,coins,50.0
task1,1970.0,coins,50.0
task1,1971.0,coins,50.0
task1,1972.0,coins,50.0
task1,1973.0,coins,50.0
task1,1974.0,coins,50.0
task1,1975.0,coins,50.0
task1,1976.0,coins,50.0
task1,1977.0,coins,50.0
task1,1978.0,coins,50.0
task1,1979.0,coins,50.0
task1,1980.0,coins,50.0
task1,1981.0,coins,50.0
task1,1982.0,coins,50.0
task1,1983.0,coins,50.0
task1,1984.0,coins,50.0
task1,1985.0,coins,50.0
task1,1986.0,coins,50.0
task1,1987.0,coins,50.0
task1,1988.0,coins,50.0
task1,1989.0,coins,50.0
task1,1990.0,coins,50.0
task1,1991.0,coins,50.0
task1,1992.0,coins,50.0
task1,1993.0,coins,50.0
task1,1994.0,coins,50.0
task1,1995.0,coins,50.0
task1,1996.0,coins,50.0
task1,1997.0,coins,50.0
task1,1998.0,coins,50.0
task1,1999.0,coins,50.0
task1,2000.0,coins,49.86
task1,2001.0,coins,49.86
task1,2002.0,coins,49.86
task1,2003.0,coins,49.86
task1,2004.0,coins,49.86
task1,2005.0,coins,49.86
task1,2006.0,coins,49.86
task1,2007.0,coins,49.86
task1,2008.0,coins,49.86
task1,2009.0,coins,49.86
task1,2010.0,coins,49.86
task1,2011.0,coins,49.86
task1,2012.0,coins,49.86
task1,2013.0,coins,49.86
task1,2014.0,coins,49.86
task1,2015.0,coins,49.86
task1,2016.0,coins,49.86
task1,2017.0,coins,49.86
task1,2018.0,coins,49.86
task1,2019.0,coins,49.86
task1,2020.0,coins,49.86
task1,2021.0,coins,49.86
task1,2022.0,coins,49.86
task1,2023.0,coins,49.86
task1,2024.0,coins,49.86
task1,2025.0,coins,49.86
task1,2026.0,coins,49.86
task1,2027.0,coins,49.86
task1,2028.0,coins,49.86
task1,2029.0,coins,49.86
task1,2030.0,coins,49.86
task1,2031.0,coins,49.86
task1,2032.0,coins,49.86
task1,2033.0,coins,49.86
task1,2034.0,coins,49.86
task1,2035.0,coins,49.86
task1,2036.0,coins,49.86
task1,2037.0,coins,49.86
task1,2038.0,coins,49.86
task1,2039.0,coins,49.86
task1,2040.0,coins,49.86
task1,2041.0,coins,49.86
task1,2042.0,coins,49.86
task1,2043.0,coins,49.86
task1,2044.0,coins,49.86
task1,2045.0,coins,49.86
task1,2046.0,coins,49.86
task1,2047.0,coins,49.86
task1,2048.0,coins,49.86
task1,2049.0,coins,49.86
task1,2050.0,coins,49.86
task1,2051.0,coins,49.86
task1,2052.0,coins,49.86
task1,2053.0,coins,49.86
task1,2054.0,coins,49.86
task1,2055.0,coins,49.86
task1,2056.0,coins,49.86
task1,2057.0,coins,49.86
task1,2058.0,coins,49.86
task1,2059.0,coins,49.86
task1,2060.0,coins,49.86
task1,2061.0,coins,49.86
task1,2062.0,coins,49.86
task1,2063.0,coins,49.86
task1,2064.0,coins,49.86
task1,2065.0,coins,49.86
task1,2066.0,coins,49.86
task1,2067.0,coins,49.86
task1,2068.0,coins,49.86
task1,2069.0,coins,49.86
task1,2070.0,coins,49.86
task1,2071.0,coins,49.86
task1,2072.0,coins,49.86
task1,2073.0,coins,49.86
task1,2074.0,coins,49.86
task1,2075.0,coins,49.86
task1,2076.0,coins,49.86
task1,2077.0,coins,49.86
task1,2078.0,coins,49.86
task1,2079.0,coins,49.86
task1,2080.0,coins,49.86
task1,2081.0,coins,49.86
task1,2082.0,coins,49.86
task1,2083.0,coins,49.86
task1,2084.0,coins,49.86
task1,2085.0,coins,49.86
task1,2086.0,coins,49.86
task1,2087.0,coins,49.86
task1,2088.0,coins,49.86
task1,2089.0,coins,49.86
task1,2090.0,coins,49.86
task1,2091.0,coins,49.86
task1,2092.0,coins,49.86
task1,2093.0,coins,49.86
task1,2094.0,coins,49.86
task1,2095.0,coins,49.86
task1,2096.0,coins,49.86
task1,2097.0,coins,49.86
task1,2098.0,coins,49.86
task1,2099.0,coins,49.86
task1,2100.0,coins,50.0
task1,2101.0,coins,50.0
task1,2102.0,coins,50.0
task1,2103.0,coins,50.0
task1,2104.0,coins,50.0
task1,2105.0,coins,50.0
task1,2106.0,coins,50.0
task1,2107.0,coins,50.0
task1,2108.0,coins,50.0
task1,2109.0,coins,50.0
task1,2110.0,coins,50.0
task1,2111.0,coins,50.0
task1,2112.0,coins,50.0
task1,2113.0,coins,50.0
task1,2114.0,coins,50.0
task1,2115.0,coins,50.0
task1,2116.0,coins,50.0
task1,2117.0,coins,50.0
task1,2118.0,coins,50.0
task1,2119.0,coins,50.0
task1,2120.0,coins,50.0
task1,2121.0,coins,50.0
task1,2122.0,coins,50.0
task1,2123.0,coins,50.0
task1,2124.0,coins,50.0
task1,2125.0,coins,50.0
task1,2126.0,coins,50.0
task1,2127.0,coins,50.0
task1,2128.0,coins,49.86
task1,2129.0,coins,49.86
task1,2130.0,coins,49.86
task1,2131.0,coins,49.86
task1,2132.0,coins,49.86
task1,2133.0,coins,49.86
task1,2134.0,coins,49.86
task1,2135.0,coins,49.86
task1,2136.0,coins,49.86
task1,2137.0,coins,49.86
task1,2138.0,coins,49.86
task1,2139.0,coins,49.86
task1,2140.0,coins,49.86
task1,2141.0,coins,49.86
task1,2142.0,coins,49.86
task1,2143.0,coins,49.86
task1,2144.0,coins,49.86
task1,2145.0,coins,49.86
task1,2146.0,coins,49.86
task1,2147.0,coins,49.86
task1,2148.0,coins,49.86
task1,2149.0,coins,49.86
task1,2150.0,coins,49.86
task1,2151.0,coins,49.86
task1,2152.0,coins,49.86
task1,2153.0,coins,49.86
task1,2154.0,coins,49.86
task1,2155.0,coins,49.86
task1,2156.0,coins,49.86
task1,2157.0,coins,49.86
task1,2158.0,coins,49.86
task1,2159.0,coins,49.86
task1,2160.0,coins,49.86
task1,2161.0,coins,49.86
task1,2162.0,coins,49.86
task1,2163.0,coins,49.86
task1,2164.0,coins,49.86
task1,2165.0,coins,49.86
task1,2166.0,coins,49.86
task1,2167.0,coins,49.86
task1,2168.0,coins,49.86
task1,2169.0,coins,49.86
task1,2170.0,coins,49.86
task1,2171.0,coins,49.86
task1,2172.0,coins,49.86
task1,2173.0,coins,49.86
task1,2174.0,coins,49.86
task1,2175.0,coins,49.86
task1,2176.0,coins,49.86
task1,2177.0,coins,49.86
task1,2178.0,coins,49.86
task1,2179.0,coins,49.86
task1,2180.0,coins,49.86
task1,2181.0,coins,49.86
task1,2182.0,coins,49.86
task1,2183.0,coins,49.86
task1,2184.0,coins,49.86
task1,2185.0,coins,49.86
task1,2186.0,coins,49.86
task1,2187.0,coins,49.86
task1,2188.0,coins,49.86
task1,2189.0,coins,49.86
task1,2190.0,coins,49.86
task1,2191.0,coins,49.86
task1,2192.0,coins,49.86
task1,2193.0,coins,49.86
task1,2194.0,coins,49.86
task1,2195.0,coins,49.86
task1,2196.0,coins,49.86
task1,2197.0,coins,49.86
task1,2198.0,coins,49.86
task1,2199.0,coins,49.86
task1,2200.0,coins,49.86
task1,2201.0,coins,49.86
task1,2202.0,coins,49.86
task1,2203.0,coins,49.86
task1,2204.0,coins,49.86
task1,2205.0,coins,49.86
task1,2206.0,coins,49.86
task1,2207.0,coins,49.86
task1,2208.0,coins,49.86
task1,2209.0,coins,49.86
task1,2210.0,coins,49.86
task1,2211.0,coins,49.86
task1,2212.0,coins,49.86
task1,2213.0,coins,49.86
task1,2214.0,coins,49.86
task1,2215.0,coins,49.86
task1,2216.0,coins,49.86
task1,2217.0,coins,49.86
task1,2218.0,coins,49.86
task1,2219.0,coins,49.86
task1,2220.0,coins,49.86
task1,2221.0,coins,49.86
task1,2222.0,coins,49.86
task1,2223.0,coins,49.86
task1,2224.0,coins,49.86
task1,2225.0,coins,49.86
task1,2226.0,coins,49.86
task1,2227.0,coins,49.86
task1,2228.0,coins,50.0
task1,2229.0,coins,50.0
task1,2230.0,coins,50.0
task1,2231.0,coins,50.0
task1,2232.0,coins,50.0
task1,2233.0,coins,50.0
task1,2234.0,coins,50.0
task1,2235.0,coins,50.0
task1,2236.0,coins,50.0
task1,2237.0,coins,50.0
task1,2238.0,coins,50.0
task1,2239.0,coins,50.0
task1,2240.0,coins,50.0
task1,2241.0,coins,50.0
task1,2242.0,coins,50.0
task1,2243.0,coins,50.0
task1,2244.0,coins,50.0
task1,2245.0,coins,50.0
task1,2246.0,coins,50.0
task1,2247.0,coins,50.0
task1,2248.0,coins,50.0
task1,2249.0,coins,50.0
task1,2250.0,coins,50.0
task1,2251.0,coins,50.0
task1,2252.0,coins,50.0
task1,2253.0,coins,50.0
task1,2254.0,coins,50.0
task1,2255.0,coins,50.0
task1,2256.0,coins,50.0
task1,2257.0,coins,50.0
task1,2258.0,coins,50.0
task1,2259.0,coins,50.0
task1,2260.0,coins,50.0
task1,2261.0,coins,50.0
task1,2262.0,coins,50.0
task1,2263.0,coins,50.0
task1,2264.0,coins,50.0
task1,2265.0,coins,50.0
task1,2266.0,coins,50.0
task1,2267.0,coins,50.0
task1,2268.0,coins,50.0
task1,2269.0,coins,50.0
task1,2270.0,coins,50.0
task1,2271.0,coins,50.0
task1,2272.0,coins,50.0
task1,2273.0,coins,50.0
task1,2274.0,coins,50.0
task1,2275.0,coins,50.0
task1,2276.0,coins,50.0
task1,2277.0,coins,50.0
task1,2278.0,coins,50.0
task1,2279.0,coins,50.0
task1,2280.0,coins,50.0
task1,2281.0,coins,50.0
task1,2282.0,coins,50.0
task1,2283.0,coins,50.0
task1,2284.0,coins,50.0
task1,2285.0,coins,50.0
task1,2286.0,coins,50.0
task1,2287.0,coins,50.0
task1,2288.0,coins,50.0
task1,2289.0,coins,50.0
task1,2290.0,coins,50.0
task1,2291.0,coins,50.0
task1,2292.0,coins,50.0
task1,2293.0,coins,50.0
task1,2294.0,coins,50.0
task1,2295.0,coins,50.0
task1,2296.0,coins,50.0
task1,2297.0,coins,50.0
task1,2298.0,coins,50.0
task1,2299.0,coins,50.0
task1,2300.0,coins,50.0
task1,2301.0,coins,50.0
task1,2302.0,coins,49.98
task1,2303.0,coins,49.98
task1,2304.0,coins,49.98
task1,2305.0,coins,49.98
task1,2306.0,coins,49.98
task1,2307.0,coins,49.98
task1,2308.0,coins,49.98
task1,2309.0,coins,49.98
task1,2310.0,coins,49.98
task1,2311.0,coins,49.98
task1,2312.0,coins,49.98
task1,2313.0,coins,49.98
task1,2314.0,coins,49.98
task1,2315.0,coins,49.98
task1,2316.0,coins,49.98
task1,2317.0,coins,49.98
task1,2318.0,coins,49.98
task1,2319.0,coins,49.98
task1,2320.0,coins,49.98
task1,2321.0,coins,49.98
task1,2322.0,coins,49.98
task1,2323.0,coins,49.98
task1,2324.0,coins,49.98
task1,2325.0,coins,49.98
task1,2326.0,coins,49.98
task1,2327.0,coins,49.98
task1,2328.0,coins,49.98
task1,2329.0,coins,49.98
task1,2330.0,coins,49.98
task1,2331.0,coins,49.98
task1,2332.0,coins,49.98
task1,2333.0,coins,49.98
task1,2334.0,coins,49.98
task1,2335.0,coins,49.98
task1,2336.0,coins,49.98
task1,2337.0,coins,49.98
task1,2338.0,coins,49.98
task1,2339.0,coins,49.98
task1,2340.0,coins,49.98
task1,2341.0,coins,49.98
task1,2342.0,coins,49.98
task1,2343.0,coins,49.98
task1,2344.0,coins,49.98
task1,2345.0,coins,49.98
task1,2346.0,coins,49.98
task1,2347.0,coins,49.98
task1,2348.0,coins,49.98
task1,2349.0,coins,49.98
task1,2350.0,coins,49.98
task1,2351.0,coins,49.98
task1,2352.0,coins,49.98
task1,2353.0,coins,49.98
task1,2354.0,coins,49.98
task1,2355.0,coins,49.98
task1,2356.0,coins,49.98
task1,2357.0,coins,49.98
task1,2358.0,coins,49.98
task1,2359.0,coins,49.98
task1,2360.0,coins,49.98
task1,2361.0,coins,49.98
task1,2362.0,coins,49.98
task1,2363.0,coins,49.98
task1,2364.0,coins,49.98
task1,2365.0,coins,49.98
task1,2366.0,coins,49.98
task1,2367.0,coins,49.98
task1,2368.0,coins,49.98
task1,2369.0,coins,49.98
task1,2370.0,coins,49.98
task1,2371.0,coins,49.98
task1,2372.0,coins,49.98
task1,2373.0,coins,49.98
task1,2374.0,coins,49.98
task1,2375.0,coins,49.98
task1,2376.0,coins,49.98
task1,2377.0,coins,49.98
task1,2378.0,coins,49.98
task1,2379.0,coins,49.98
task1,2380.0,coins,49.98
task1,2381.0,coins,49.98
task1,2382.0,coins,49.98
task1,2383.0,coins,49.98
task1,2384.0,coins,49.98
task1,2385.0,coins,49.98
task1,2386.0,coins,49.98
task1,2387.0,coins,49.98
task1,2388.0,coins,49.98
task1,2389.0,coins,49.98
task1,2390.0,coins,49.98
task1,2391.0,coins,49.98
task1,2392.0,coins,49.98
task1,2393.0,coins,49.98
task1,2394.0,coins,49.98
task1,2395.0,coins,49.98
task1,2396.0,coins,49.98
task1,2397.0,coins,49.98
task1,2398.0,coins,49.98
task1,2399.0,coins,49.98
task1,2400.0,coins,49.98
task1,2401.0,coins,49.98
task1,2402.0,coins,50.0
task1,2403.0,coins,50.0
task1,2404.0,coins,50.0
task1,2405.0,coins,50.0
task1,2406.0,coins,50.0
task1,2407.0,coins,50.0
task1,2408.0,coins,50.0
task1,2409.0,coins,50.0
task1,2410.0,coins,50.0
task1,2411.0,coins,50.0
task1,2412.0,coins,50.0
task1,2413.0,coins,50.0
task1,2414.0,coins,50.0
task1,2415.0,coins,50.0
task1,2416.0,coins,50.0
task1,2417.0,coins,50.0
task1,2418.0,coins,50.0
task1,2419.0,coins,50.0
task1,2420.0,coins,50.0
task1,2421.0,coins,50.0
task1,2422.0,coins,50.0
task1,2423.0,coins,50.0
task1,2424.0,coins,50.0
task1,2425.0,coins,50.0
task1,2426.0,coins,50.0
task1,2427.0,coins,50.0
task1,2428.0,coins,50.0
task1,2429.0,coins,50.0
task1,2430.0,coins,50.0
task1,2431.0,coins,50.0
task1,2432.0,coins,50.0
task1,2433.0,coins,50.0
task1,2434.0,coins,50.0
task1,2435.0,coins,50.0
task1,2436.0,coins,50.0
task1,2437.0,coins,50.0
task1,2438.0,coins,50.0
task1,2439.0,coins,50.0
task1,2440.0,coins,50.0
task1,2441.0,coins,50.0
task1,2442.0,coins,50.0
task1,2443.0,coins,50.0
task1,2444.0,coins,50.0
task1,2445.0,coins,50.0
task1,2446.0,coins,50.0
task1,2447.0,coins,50.0
task1,2448.0,coins,50.0
task1,2449.0,coins,50.0
task1,2450.0,coins,50.0
task1,2451.0,coins,50.0
task1,2452.0,coins,50.0
task1,2453.0,coins,50.0
task1,2454.0,coins,50.0
task1,2455.0,coins,50.0
task1,2456.0,coins,50.0
task1,2457.0,coins,50.0
task1,2458.0,coins,50.0
task1,2459.0,coins,50.0
task1,2460.0,coins,50.0
task1,2461.0,coins,50.0
task1,2462.0,coins,50.0
task1,2463.0,coins,50.0
task1,2464.0,coins,50.0
task1,2465.0,coins,50.0
task1,2466.0,coins,50.0
task1,2467.0,coins,50.0
task1,2468.0,coins,50.0
task1,2469.0,coins,50.0
task1,2470.0,coins,50.0
task1,2471.0,coins,50.0
task1,2472.0,coins,50.0
task1,2473.0,coins,50.0
task1,2474.0,coins,50.0
task1,2475.0,coins,50.0
task1,2476.0,coins,50.0
task1,2477.0,coins,50.0
task1,2478.0,coins,50.0
task1,2479.0,coins,50.0
task1,2480.0,coins,50.0
task1,2481.0,coins,50.0
task1,2482.0,coins,50.0
task1,2483.0,coins,50.0
task1,2484.0,coins,50.0
task1,2485.0,coins,50.0
task1,2486.0,coins,50.0
task1,2487.0,coins,50.0
task1,2488.0,coins,50.0
task1,2489.0,coins,50.0
task1,2490.0,coins,50.0
task1,2491.0,coins,50.0
task1,2492.0,coins,50.0
task1,2493.0,coins,50.0
task1,2494.0,coins,50.0
task1,2495.0,coins,50.0
task1,2496.0,coins,50.0
task1,2497.0,coins,50.0
task1,2498.0,coins,50.0
task1,2499.0,coins,50.0
task1,2500.0,coins,50.0
task1,2501.0,coins,50.0
task1,2502.0,coins,50.0
task1,2503.0,coins,50.0
task1,2504.0,coins,50.0
task1,2505.0,coins,50.0
task1,2506.0,coins,50.0
task1,2507.0,coins,50.0
task1,2508.0,coins,50.0
task1,2509.0,coins,50.0
task1,2510.0,coins,50.0
task1,2511.0,coins,50.0
task1,2512.0,coins,50.0
task1,2513.0,coins,50.0
task1,2514.0,coins,50.0
task1,2515.0,coins,50.0
task1,2516.0,coins,50.0
task1,2517.0,coins,50.0
task1,2518.0,coins,50.0
task1,2519.0,coins,50.0
task1,2520.0,coins,50.0
task1,2521.0,coins,50.0
task1,2522.0,coins,50.0
task1,2523.0,coins,50.0
task1,2524.0,coins,50.0
task1,2525.0,coins,50.0
task1,2526.0,coins,50.0
task1,2527.0,coins,50.0
task1,2528.0,coins,50.0
task1,2529.0,coins,50.0
task1,2530.0,coins,50.0
task1,2531.0,coins,50.0
task1,2532.0,coins,50.0
task1,2533.0,coins,50.0
task1,2534.0,coins,50.0
task1,2535.0,coins,50.0
task1,2536.0,coins,50.0
task1,2537.0,coins,50.0
task1,2538.0,coins,50.0
task1,2539.0,coins,50.0
task1,2540.0,coins,50.0
task1,2541.0,coins,50.0
task1,2542.0,coins,50.0
task1,2543.0,coins,50.0
task1,2544.0,coins,50.0
task1,2545.0,coins,50.0
task1,2546.0,coins,50.0
task1,2547.0,coins,50.0
task1,2548.0,coins,50.0
task1,2549.0,coins,50.0
task1,2550.0,coins,50.0
task1,2551.0,coins,50.0
task1,2552.0,coins,50.0
task1,2553.0,coins,50.0
task1,2554.0,coins,50.0
task1,2555.0,coins,50.0
task1,2556.0,coins,50.0
task1,2557.0,coins,50.0
task1,2558.0,coins,50.0
task1,2559.0,coins,50.0
task1,2560.0,coins,50.0
task1,2561.0,coins,50.0
task1,2562.0,coins,50.0
task1,2563.0,coins,50.0
task1,2564.0,coins,50.0
task1,2565.0,coins,50.0
task1,2566.0,coins,50.0
task1,2567.0,coins,50.0
task1,2568.0,coins,50.0
task1,2569.0,coins,50.0
task1,2570.0,coins,50.0
task1,2571.0,coins,50.0
task1,2572.0,coins,50.0
task1,2573.0,coins,50.0
task1,2574.0,coins,50.0
task1,2575.0,coins,50.0
task1,2576.0,coins,50.0
task1,2577.0,coins,50.0
task1,2578.0,coins,50.0
task1,2579.0,coins,50.0
task1,2580.0,coins,50.0
task1,2581.0,coins,50.0
task1,2582.0,coins,50.0
task1,2583.0,coins,50.0
task1,2584.0,coins,50.0
task1,2585.0,coins,50.0
task1,2586.0,coins,50.0
task1,2587.0,coins,50.0
task1,2588.0,coins,50.0
task1,2589.0,coins,50.0
task1,2590.0,coins,50.0
task1,2591.0,coins,50.0
task1,2592.0,coins,50.0
task1,2593.0,coins,50.0
task1,2594.0,coins,50.0
task1,2595.0,coins,50.0
task1,2596.0,coins,50.0
task1,2597.0,coins,50.0
task1,2598.0,coins,50.0
task1,2599.0,coins,50.0
task1,2600.0,coins,50.0
task1,2601.0,coins,50.0
task1,2602.0,coins,50.0
task1,2603.0,coins,50.0
task1,2604.0,coins,50.0
task1,2605.0,coins,50.0
task1,2606.0,coins,50.0
task1,2607.0,coins,50.0
task1,2608.0,coins,50.0
task1,2609.0,coins,50.0
task1,2610.0,coins,50.0
task1,2611.0,coins,50.0
task1,2612.0,coins,50.0
task1,2613.0,coins,50.0
task1,2614.0,coins,50.0
task1,2615.0,coins,50.0
task1,2616.0,coins,50.0
task1,2617.0,coins,50.0
task1,2618.0,coins,50.0
task1,2619.0,coins,50.0
task1,2620.0,coins,50.0
task1,2621.0,coins,50.0
task1,2622.0,coins,50.0
task1,2623.0,coins,50.0
task1,2624.0,coins,50.0
task1,2625.0,coins,50.0
task1,2626.0,coins,50.0
task1,2627.0,coins,50.0
task1,2628.0,coins,50.0
task1,2629.0,coins,50.0
task1,2630.0,coins,50.0
task1,2631.0,coins,50.0
task1,2632.0,coins,50.0
task1,2633.0,coins,50.0
task1,2634.0,coins,50.0
task1,2635.0,coins,50.0
task1,2636.0,coins,50.0
task1,2637.0,coins,50.0
task1,2638.0,coins,50.0
task1,2639.0,coins,50.0
task1,2640.0,coins,50.0
task1,2641.0,coins,50.0
task1,2642.0,coins,50.0
task1,2643.0,coins,50.0
task1,2644.0,coins,50.0
task1,2645.0,coins,50.0
task1,2646.0,coins,50.0
task1,2647.0,coins,50.0
task1,2648.0,coins,50.0
task1,2649.0,coins,50.0
task1,2650.0,coins,50.0
task1,2651.0,coins,50.0
task1,2652.0,coins,50.0
task1,2653.0,coins,50.0
task1,2654.0,coins,50.0
task1,2655.0,coins,50.0
task1,2656.0,coins,50.0
task1,2657.0,coins,50.0
task1,2658.0,coins,50.0
task1,2659.0,coins,50.0
task1,2660.0,coins,50.0
task1,2661.0,coins,50.0
task1,2662.0,coins,50.0
task1,2663.0,coins,50.0
task1,2664.0,coins,50.0
task1,2665.0,coins,50.0
task1,2666.0,coins,50.0
task1,2667.0,coins,50.0
task1,2668.0,coins,50.0
task1,2669.0,coins,50.0
task1,2670.0,coins,50.0
task1,2671.0,coins,50.0
task1,2672.0,coins,50.0
task1,2673.0,coins,50.0
task1,2674.0,coins,50.0
task1,2675.0,coins,50.0
task1,2676.0,coins,50.0
task1,2677.0,coins,50.0
task1,2678.0,coins,50.0
task1,2679.0,coins,50.0
task1,2680.0,coins,50.0
task1,2681.0,coins,50.0
task1,2682.0,coins,50.0
task1,2683.0,coins,50.0
task1,2684.0,coins,50.0
task1,2685.0,coins,50.0
task1,2686.0,coins,50.0
task1,2687.0,coins,50.0
task1,2688.0,coins,50.0
task1,2689.0,coins,50.0
task1,2690.0,coins,50.0
task1,2691.0,coins,50.0
task1,2692.0,coins,50.0
task1,2693.0,coins,50.0
task1,2694.0,coins,50.0
task1,2695.0,coins,50.0
task1,2696.0,coins,50.0
task1,2697.0,coins,50.0
task1,2698.0,coins,50.0
task1,2699.0,coins,50.0
task1,2700.0,coins,50.0
task1,2701.0,coins,50.0
task1,2702.0,coins,50.0
task1,2703.0,coins,50.0
task1,2704.0,coins,50.0
task1,2705.0,coins,50.0
task1,2706.0,coins,50.0
task1,2707.0,coins,50.0
task1,2708.0,coins,50.0
task1,2709.0,coins,50.0
task1,2710.0,coins,50.0
task1,2711.0,coins,50.0
task1,2712.0,coins,50.0
task1,2713.0,coins,50.0
task1,2714.0,coins,50.0
task1,2715.0,coins,50.0
task1,2716.0,coins,50.0
task1,2717.0,coins,50.0
task1,2718.0,coins,50.0
task1,2719.0,coins,50.0
task1,2720.0,coins,50.0
task1,2721.0,coins,50.0
task1,2722.0,coins,50.0
task1,2723.0,coins,50.0
task1,2724.0,coins,50.0
task1,2725.0,coins,50.0
task1,2726.0,coins,50.0
task1,2727.0,coins,50.0
task1,2728.0,coins,50.0
task1,2729.0,coins,50.0
task1,2730.0,coins,50.0
task1,2731.0,coins,50.0
task1,2732.0,coins,50.0
task1,2733.0,coins,50.0
task1,2734.0,coins,50.0
task1,2735.0,coins,50.0
task1,2736.0,coins,50.0
task1,2737.0,coins,50.0
task1,2738.0,coins,50.0
task1,2739.0,coins,50.0
task1,2740.0,coins,50.0
task1,2741.0,coins,50.0
task1,2742.0,coins,50.0
task1,2743.0,coins,50.0
task1,2744.0,coins,50.0
task1,2745.0,coins,50.0
task1,2746.0,coins,50.0
task1,2747.0,coins,50.0
task1,2748.0,coins,50.0
task1,2749.0,coins,50.0
task1,2750.0,coins,50.0
task1,2751.0,coins,50.0
task1,2752.0,coins,50.0
task1,2753.0,coins,50.0
task1,2754.0,coins,50.0
task1,2755.0,coins,50.0
task1,2756.0,coins,50.0
task1,2757.0,coins,50.0
task1,2758.0,coins,50.0
task1,2759.0,coins,50.0
task1,2760.0,coins,50.0
task1,2761.0,coins,50.0
task1,2762.0,coins,50.0
task1,2763.0,coins,50.0
task1,2764.0,coins,50.0
task1,2765.0,coins,50.0
task1,2766.0,coins,50.0
task1,2767.0,coins,50.0
task1,2768.0,coins,50.0
task1,2769.0,coins,50.0
task1,2770.0,coins,50.0
task1,2771.0,coins,50.0
task1,2772.0,coins,50.0
task1,2773.0,coins,50.0
task1,2774.0,coins,50.0
task1,2775.0,coins,50.0
task1,2776.0,coins,50.0
task1,2777.0,coins,50.0
task1,2778.0,coins,50.0
task1,2779.0,coins,50.0
task1,2780.0,coins,50.0
task1,2781.0,coins,50.0
task1,2782.0,coins,50.0
task1,2783.0,coins,50.0
task1,2784.0,coins,50.0
task1,2785.0,coins,50.0
task1,2786.0,coins,50.0
task1,2787.0,coins,50.0
task1,2788.0,coins,50.0
task1,2789.0,coins,50.0
task1,2790.0,coins,50.0
task1,2791.0,coins,50.0
task1,2792.0,coins,50.0
task1,2793.0,coins,50.0
task1,2794.0,coins,50.0
task1,2795.0,coins,50.0
task1,2796.0,coins,50.0
task1,2797.0,coins,50.0
task1,2798.0,coins,50.0
task1,2799.0,coins,50.0
task1,2800.0,coins,50.0
task1,2801.0,coins,50.0
task1,2802.0,coins,50.0
task1,2803.0,coins,50.0
task1,2804.0,coins,50.0
task1,2805.0,coins,50.0
task1,2806.0,coins,50.0
task1,2807.0,coins,50.0
task1,2808.0,coins,50.0
task1,2809.0,coins,50.0
task1,2810.0,coins,50.0
task1,2811.0,coins,50.0
task1,2812.0,coins,50.0
task1,2813.0,coins,50.0
task1,2814.0,coins,50.0
task1,2815.0,coins,50.0
task1,2816.0,coins,50.0
task1,2817.0,coins,50.0
task1,2818.0,coins,50.0
task1,2819.0,coins,50.0
task1,2820.0,coins,50.0
task1,2821.0,coins,50.0
task1,2822.0,coins,50.0
task1,2823.0,coins,50.0
task1,2824.0,coins,50.0
task1,2825.0,coins,50.0
task1,2826.0,coins,50.0
task1,2827.0,coins,50.0
task1,2828.0,coins,50.0
task1,2829.0,coins,50.0
task1,2830.0,coins,50.0
task1,2831.0,coins,50.0
task1,2832.0,coins,50.0
task1,2833.0,coins,50.0
task1,2834.0,coins,50.0
task1,2835.0,coins,50.0
task1,2836.0,coins,50.0
task1,2837.0,coins,50.0
task1,2838.0,coins,50.0
task1,2839.0,coins,50.0
task1,2840.0,coins,50.0
task1,2841.0,coins,50.0
task1,2842.0,coins,50.0
task1,2843.0,coins,50.0
task1,2844.0,coins,50.0
task1,2845.0,coins,50.0
task1,2846.0,coins,50.0
task1,2847.0,coins,50.0
task1,2848.0,coins,50.0
task1,2849.0,coins,50.0
task1,2850.0,coins,50.0
task1,2851.0,coins,50.0
task1,2852.0,coins,50.0
task1,2853.0,coins,50.0
task1,2854.0,coins,50.0
task1,2855.0,coins,50.0
task1,2856.0,coins,50.0
task1,2857.0,coins,50.0
task1,2858.0,coins,50.0
