round,score,avg_score_200,reward,avg_reward_200,coins,kills,suicides,crates_destroyed,alive_fraction
5125,7,3.5,795.5,530.6,2,1,0,25,1
5126,4,3.52,727.7,533.28,4,0,0,35,1
5127,3,3.52,365.2,532.99,3,0,1,33,0
5128,4,3.52,784.1,532.64,4,0,0,45,1
5129,5,3.54,618.9,535.35,5,0,0,36,1
5130,4,3.55,451.5,536.88,4,0,1,39,0
5131,5,3.56,415.2,535.78,5,0,1,35,0
5132,2,3.57,233.1,537.08,2,0,1,29,0
5133,0,3.56,-11.6,532.44,0,0,1,13,0
5134,1,3.54,168.2,530.17,1,0,1,29,0
5135,3,3.54,645.2,528.8,3,0,0,23,1
5136,1,3.52,50.8,527.47,1,0,1,17,0
5137,4,3.52,543.9,526.6,4,0,0,28,1
5138,1,3.5,202.4,524.42,1,0,1,26,0
5139,4,3.5,303.9,524.28,4,0,1,31,0
5140,10,3.52,1015.3,524.85,5,1,0,58,1
5141,5,3.52,664.6,525.16,5,0,0,33,1
5142,2,3.52,289.1,522.46,2,0,0,25,0
5143,4,3.54,498.4,521.39,4,0,0,26,1
5144,6,3.55,887.4,522.72,6,0,0,37,1
5145,11,3.6,889.3,526.12,1,2,0,25,1
5146,1,3.58,216.9,524.14,1,0,1,29,0
5147,1,3.58,191.6,521.13,1,0,0,22,0
5148,7,3.6,364.6,522.52,2,1,1,34,0
5149,2,3.58,200.0,519.7,2,0,0,16,0
5150,3,3.55,840.4,519.32,3,0,0,34,1
5151,3,3.52,874.0,520.32,3,0,0,28,1
5152,10,3.56,971.9,521.4,5,1,0,30,1
5153,0,3.55,678.0,523.99,0,0,0,41,1
5154,12,3.61,949.3,528.59,2,2,0,42,1
5155,1,3.57,647.5,528.28,1,0,0,33,1
5156,1,3.55,42.8,525.56,1,0,1,17,0
5157,3,3.52,395.6,522.98,3,0,1,36,0
5158,1,3.5,404.2,520.25,1,0,0,27,1
5159,1,3.5,157.5,520.4,1,0,1,24,0
5160,1,3.44,250.8,516.9,1,1,1,29,0
5161,2,3.44,159.8,516.19,2,0,1,18,0
5162,3,3.4,147.1,511.37,3,0,1,20,0
5163,4,3.41,364.5,510.22,4,0,1,25,0
5164,2,3.4,491.4,509.48,2,0,0,34,1
5165,2,3.41,595.4,510.59,2,0,0,50,1
5166,2,3.42,610.5,513.85,2,0,0,35,1
5167,9,3.46,867.5,518.0,4,1,0,26,1
5168,2,3.44,290.2,516.03,2,0,0,31,0
5169,3,3.44,825.5,515.44,3,0,0,36,1
5170,4,3.44,984.5,518.76,4,0,0,54,1
5171,2,3.44,654.8,517.64,2,0,0,28,1
5172,3,3.44,688.4,519.59,3,0,0,31,1
5173,3,3.45,1119.3,524.02,3,0,0,32,1
5174,13,3.52,899.2,528.18,3,2,0,37,1
5175,3,3.51,642.7,528.69,3,0,0,42,1
5176,0,3.5,5.4,523.83,0,0,1,14,0
5177,2,3.49,73.0,519.43,2,1,1,13,0
5178,1,3.48,-18.4,516.15,1,0,1,12,0
5179,3,3.46,485.3,514.09,3,0,0,28,1
5180,0,3.46,38.1,511.57,0,0,1,19,0
5181,5,3.46,627.9,513.21,5,0,0,37,1
5182,1,3.46,90.5,510.86,1,0,1,20,0
5183,3,3.44,895.1,511.87,3,0,0,43,1
5184,0,3.42,58.2,507.47,0,0,1,22,0
5185,2,3.4,245.7,504.35,2,0,0,21,0
5186,3,3.4,909.9,506.63,3,0,0,42,1
5187,1,3.4,120.3,504.98,1,0,1,22,0
5188,2,3.4,367.5,506.54,2,0,0,24,0
5189,12,3.44,841.4,509.62,2,2,0,36,1
5190,3,3.44,281.8,506.74,3,0,0,17,0
5191,3,3.45,681.1,507.76,3,0,0,42,1
5192,2,3.46,488.7,510.21,2,0,0,31,1
5193,1,3.42,830.5,511.57,1,0,0,35,1
5194,2,3.44,257.3,508.64,2,0,1,32,0
5195,4,3.44,607.7,508.39,4,0,0,39,0
5196,3,3.45,413.1,509.99,3,0,1,40,0
5197,7,3.48,947.3,510.69,7,0,0,29,1
5198,4,3.48,692.1,509.6,4,0,0,36,1
5199,1,3.47,177.5,507.2,1,0,1,29,0
5200,1,3.45,161.4,504.95,1,0,1,26,0
5201,2,3.46,272.5,502.09,2,0,1,33,0
5202,3,3.46,238.4,499.73,3,0,1,29,0
5203,13,3.51,493.4,498.7,3,2,0,29,0
5204,0,3.49,266.3,499.25,0,0,1,31,0
5205,5,3.5,865.8,502.81,5,0,0,27,1
5206,5,3.51,574.8,504.77,5,0,0,37,0
5207,8,3.54,627.0,507.2,3,1,1,50,0
5208,4,3.54,1005.0,508.78,4,0,0,48,1
5209,3,3.56,724.0,512.32,3,0,0,30,1
5210,1,3.54,299.3,510.69,1,0,0,31,0
5211,0,3.52,312.1,508.54,0,0,0,43,1
5212,2,3.5,341.7,505.53,2,0,0,31,0
5213,3,3.48,240.8,502.39,3,0,1,28,0
5214,2,3.46,323.4,501.8,2,0,0,32,1
5215,4,3.47,848.4,502.82,4,0,0,39,1
5216,3,3.46,193.6,500.98,3,0,1,19,0
5217,4,3.46,839.5,504.0,4,0,0,50,1
5218,3,3.46,349.2,503.53,3,0,0,24,0
5219,0,3.45,50.8,499.39,0,0,1,20,0
5220,1,3.45,471.1,501.38,1,0,0,39,1
5221,4,3.46,507.2,502.45,4,0,1,42,0
5222,3,3.47,751.7,505.51,3,0,0,39,1
5223,4,3.48,541.4,506.96,4,0,0,38,0
5224,1,3.48,848.7,510.13,1,0,0,41,1
5225,1,3.46,103.0,508.31,1,1,1,17,0
5226,3,3.47,654.1,510.69,3,0,0,33,1
5227,4,3.48,723.1,510.24,4,0,0,38,1
5228,7,3.5,474.7,511.47,2,1,0,26,1
5229,1,3.48,106.0,508.51,1,0,1,21,0
5230,4,3.46,428.5,505.76,4,0,0,43,1
5231,9,3.49,530.7,507.77,4,1,0,42,1
5232,3,3.5,125.0,505.76,3,0,1,18,0
5233,3,3.5,646.9,508.33,3,0,0,47,1
5234,4,3.51,937.1,509.27,4,0,0,64,1
5235,1,3.5,228.9,506.92,1,0,0,20,1
5236,4,3.51,669.8,506.18,4,0,0,33,1
5237,1,3.5,346.3,504.02,1,0,1,31,0
5238,3,3.5,645.7,504.2,3,0,0,44,1
5239,4,3.48,650.7,503.68,4,0,0,36,1
5240,3,3.48,576.4,502.48,3,0,0,31,1
5241,3,3.49,228.4,502.82,3,0,1,27,0
5242,5,3.5,468.5,504.15,0,1,0,30,1
5243,2,3.5,517.1,504.17,2,0,1,36,0
5244,4,3.52,559.5,507.09,4,0,1,40,0
5245,1,3.52,217.7,503.72,1,0,0,25,0
5246,2,3.52,362.7,504.53,2,0,0,35,1
5247,0,3.5,256.7,501.82,0,0,0,21,0
5248,7,3.52,322.1,499.8,2,1,0,41,1
5249,3,3.53,339.0,500.23,3,0,1,39,0
5250,8,3.54,736.4,500.7,3,1,0,36,1
5251,1,3.54,24.5,498.68,1,0,1,14,0
5252,4,3.56,389.5,500.18,4,0,1,38,0
5253,5,3.56,811.7,502.79,5,0,0,47,1
5254,2,3.56,294.1,502.27,2,0,1,36,0
5255,10,3.6,1018.3,505.77,5,1,0,47,1
5256,1,3.58,542.6,506.64,1,0,0,42,0
5257,2,3.58,19.1,503.92,2,0,1,6,0
5258,6,3.6,744.1,506.69,6,0,0,36,1
5259,6,3.62,411.0,505.32,1,1,0,36,0
5260,1,3.6,300.5,504.08,1,0,1,26,0
5261,1,3.6,125.5,503.28,1,0,1,24,0
5262,5,3.62,369.2,504.47,5,0,1,24,0
5263,8,3.65,817.6,504.43,3,1,0,39,1
5264,2,3.65,494.1,504.07,2,0,0,35,1
5265,1,3.63,134.3,500.32,1,0,1,28,0
5266,2,3.63,440.7,497.97,2,0,0,30,1
5267,7,3.65,736.6,500.55,4,1,0,39,1
5268,12,3.69,896.5,501.61,2,2,0,42,1
5269,6,3.7,664.9,502.98,6,0,0,37,1
5270,0,3.69,605.8,503.13,0,0,0,32,1
5271,4,3.69,346.4,503.33,4,0,0,35,1
5272,8,3.73,679.5,506.6,3,1,0,34,1
5273,3,3.73,299.3,504.92,3,0,1,35,0
5274,3,3.73,284.4,503.92,3,0,0,34,1
5275,4,3.73,316.3,500.72,4,0,1,27,0
5276,4,3.73,362.7,502.08,4,0,0,39,1
5277,1,3.71,115.5,498.49,1,0,1,24,0
5278,7,3.74,441.5,499.39,2,1,0,31,1
5279,4,3.75,762.5,502.7,4,0,0,41,1
5280,16,3.81,747.1,504.07,6,2,1,41,0
5281,2,3.75,982.2,504.69,2,0,0,42,1
5282,3,3.73,415.5,502.27,3,0,0,40,1
5283,6,3.72,624.1,501.57,1,1,0,41,1
5284,2,3.72,130.0,499.66,2,0,1,19,0
5285,0,3.67,32.2,494.63,0,0,1,10,0
5286,13,3.7,828.3,495.47,3,2,0,38,1
5287,1,3.67,381.0,493.61,1,0,0,36,0
5288,4,3.68,816.7,497.04,4,0,0,47,1
5289,3,3.69,300.5,497.5,3,0,1,22,0
5290,5,3.69,556.2,498.2,5,0,0,49,1
5291,4,3.69,718.6,497.53,4,0,0,41,1
5292,3,3.68,317.5,496.07,3,0,1,36,0
5293,9,3.72,521.6,497.79,4,1,1,40,0
5294,2,3.72,243.5,497.92,2,0,1,26,0
5295,4,3.73,845.0,499.56,4,0,0,57,1
5296,3,3.75,618.9,502.26,3,0,0,43,1
5297,2,3.74,219.6,501.89,2,0,1,26,0
5298,0,3.73,185.9,500.09,0,0,1,33,0
5299,2,3.7,169.7,496.6,2,0,1,26,0
5300,7,3.72,428.3,496.42,2,1,1,38,0
5301,11,3.76,587.2,496.05,1,2,0,34,1
5302,0,3.74,-25.9,492.74,0,0,1,13,0
5303,14,3.78,763.1,492.36,4,2,0,39,1
5304,13,3.83,666.3,494.53,3,2,0,38,1
5305,7,3.87,687.2,497.14,2,1,0,35,0
5306,5,3.87,567.7,495.46,5,0,1,36,0
5307,0,3.86,28.5,495.29,0,0,1,11,0
5308,9,3.88,565.7,495.8,4,1,1,43,0
5309,0,3.86,191.2,492.36,0,0,0,17,0
5310,3,3.83,125.3,488.56,3,0,1,22,0
5311,2,3.83,494.1,486.99,2,0,0,40,0
5312,1,3.83,83.2,487.03,1,1,1,14,0
5313,2,3.79,168.1,483.93,2,0,1,24,0
5314,4,3.78,659.9,484.52,4,0,0,44,1
5315,3,3.75,320.5,481.52,3,0,0,34,1
5316,8,3.78,788.8,481.21,3,1,0,39,1
5317,1,3.74,101.5,476.51,1,0,1,14,0
5318,5,3.69,490.2,474.81,5,0,0,32,1
5319,4,3.71,625.3,475.89,4,0,0,32,1
5320,1,3.69,326.9,474.49,1,0,0,23,1
5321,0,3.67,301.8,471.49,0,0,0,33,1
5322,2,3.67,389.0,471.4,2,0,1,46,0
5323,1,3.67,61.5,469.94,1,0,1,18,0
5324,2,3.67,394.9,470.38,2,0,1,31,0
5325,3,3.65,423.0,468.52,3,0,1,24,0
5326,0,3.62,21.5,464.99,0,0,1,17,0
5327,7,3.65,595.1,466.14,2,1,1,47,0
5328,7,3.66,567.4,465.06,2,1,0,41,1
5329,7,3.67,706.9,465.5,2,1,0,38,1
5330,8,3.69,538.0,465.93,3,1,0,47,1
5331,5,3.69,536.4,466.53,5,0,1,40,0
5332,2,3.69,258.9,466.66,2,0,1,28,0
5333,3,3.71,394.9,468.7,3,0,1,35,0
5334,10,3.75,894.0,472.32,5,1,0,46,1
5335,9,3.78,518.2,471.69,4,1,0,32,1
5336,6,3.81,664.0,474.76,1,1,0,32,1
5337,4,3.81,196.1,473.02,4,0,0,38,1
5338,6,3.83,589.2,474.95,1,1,1,45,0
5339,2,3.82,518.1,476.02,2,0,1,38,0
5340,5,3.79,725.2,474.57,5,0,0,51,0
5341,0,3.77,3.5,471.27,0,0,1,15,0
5342,2,3.77,368.7,471.66,2,0,1,32,0
5343,1,3.75,119.7,469.77,1,0,1,15,0
5344,4,3.75,286.5,466.77,4,0,1,31,0
5345,5,3.71,667.9,465.66,5,0,0,45,0
5346,8,3.75,579.5,467.47,3,1,1,44,0
5347,17,3.83,800.7,470.52,7,2,1,40,0
5348,0,3.79,98.7,469.19,0,0,0,16,0
5349,3,3.8,327.1,469.82,3,0,1,32,0
5350,3,3.8,380.4,467.52,3,0,0,26,0
5351,4,3.81,824.8,467.28,4,0,0,49,1
5352,2,3.77,81.2,462.82,2,0,1,17,0
5353,1,3.77,544.5,462.16,1,0,0,26,1
5354,5,3.73,464.8,459.73,5,0,1,32,0
5355,14,3.8,536.2,459.18,4,2,0,32,1
5356,1,3.8,42.1,459.17,1,0,1,17,0
5357,8,3.83,702.9,460.71,3,1,0,34,1
5358,1,3.83,183.8,459.61,1,0,1,30,0
5359,8,3.86,581.5,461.73,3,1,0,42,1
5360,7,3.89,383.4,462.39,2,1,0,32,1
5361,3,3.9,650.6,464.85,3,0,0,46,1
5362,2,3.89,163.4,464.93,2,0,1,27,0
5363,3,3.88,464.5,465.43,3,0,0,37,1
5364,8,3.92,528.1,465.61,3,1,1,39,0
5365,6,3.94,663.8,465.95,6,0,0,38,1
5366,4,3.94,530.7,465.55,4,0,0,44,0
5367,2,3.91,205.3,462.24,2,0,1,27,0
5368,2,3.91,240.4,461.99,2,0,1,26,0
5369,7,3.93,250.9,459.12,2,1,0,34,1
5370,4,3.93,609.1,457.24,4,0,0,26,1
5371,0,3.92,148.6,454.71,0,0,1,23,0
5372,2,3.92,496.4,453.75,2,0,0,32,0
5373,3,3.92,214.2,449.23,3,0,1,27,0
5374,2,3.86,329.6,446.38,2,0,0,27,1
5375,1,3.85,61.5,443.47,1,0,1,20,0
5376,6,3.88,710.2,447.0,6,0,1,45,0
5377,4,3.89,615.8,449.71,4,0,0,45,1
5378,4,3.9,546.7,452.54,4,0,1,31,0
5379,1,3.9,491.3,452.57,1,0,0,35,1
5380,2,3.9,642.2,455.59,2,0,0,34,1
5381,4,3.9,627.1,455.58,4,0,0,41,1
5382,3,3.91,549.0,457.88,3,0,1,35,0
5383,5,3.92,692.2,456.86,5,0,0,53,1
5384,1,3.92,440.0,458.77,1,0,0,32,1
5385,2,3.92,227.8,458.68,2,0,0,23,0
5386,2,3.92,114.3,454.7,2,0,1,21,0
5387,4,3.94,584.0,457.02,4,0,0,34,0
5388,0,3.92,128.9,455.83,0,0,1,22,0
5389,1,3.87,71.8,451.98,1,0,1,15,0
5390,2,3.87,153.9,451.34,2,0,1,23,0
5391,3,3.87,432.9,450.1,3,0,0,24,1
5392,4,3.88,435.3,449.83,4,0,0,25,1
5393,4,3.89,597.4,448.67,4,0,0,32,1
5394,4,3.9,438.5,449.57,4,0,0,36,1
5395,1,3.88,104.6,447.06,1,0,1,22,0
5396,4,3.89,634.6,448.16,4,0,0,40,1
5397,1,3.86,315.2,445.0,1,0,0,35,0
5398,3,3.85,609.2,444.59,3,0,0,36,1
5399,15,3.92,551.9,446.46,5,2,0,26,1
5400,3,3.94,449.7,447.9,3,0,1,33,0
5401,4,3.94,541.4,449.25,4,0,1,44,0
5402,5,3.96,731.2,451.71,5,0,0,36,1
5403,3,3.9,241.3,450.45,3,0,0,19,0
5404,2,3.92,404.1,451.14,2,0,1,35,0
5405,12,3.95,652.4,450.07,7,1,1,44,0
5406,8,3.96,640.3,450.4,3,1,0,29,0
5407,1,3.93,159.7,448.06,1,0,1,25,0
5408,2,3.92,312.4,444.6,2,0,0,28,0
5409,1,3.91,543.8,443.7,1,0,0,37,1
5410,8,3.94,622.6,445.32,3,1,0,29,1
5411,0,3.94,492.6,446.22,0,0,0,36,1
5412,2,3.94,158.3,445.3,2,0,1,20,0
5413,1,3.94,145.4,444.83,1,0,1,27,0
5414,5,3.95,923.5,447.83,5,0,0,41,1
5415,3,3.94,754.4,447.36,3,0,0,35,1
5416,3,3.94,624.8,449.51,3,0,0,33,1
5417,6,3.96,407.9,447.35,6,0,1,27,0
5418,2,3.95,439.0,447.8,2,0,0,33,1
5419,2,3.96,591.4,450.51,2,0,0,29,1
5420,2,3.96,563.0,450.97,2,0,0,28,1
5421,3,3.96,214.5,449.5,3,1,1,19,0
5422,2,3.96,341.8,447.45,2,0,1,36,0
5423,1,3.94,432.1,446.91,1,0,0,37,1
5424,9,3.98,859.1,446.96,4,1,0,45,1
5425,3,3.99,704.9,449.97,3,0,0,41,1
5426,3,3.99,643.2,449.91,3,0,0,37,1
5427,2,3.98,294.4,447.77,2,0,1,32,0
5428,3,3.96,615.5,448.47,3,0,0,39,0
5429,3,3.97,337.4,449.63,3,0,0,35,1
5430,4,3.97,300.6,448.99,4,0,0,31,1
5431,6,3.96,436.3,448.52,6,0,1,36,0
5432,3,3.96,390.8,449.85,3,0,0,42,1
5433,3,3.96,465.5,448.94,3,0,1,32,0
5434,3,3.95,231.9,445.41,3,0,1,33,0
5435,7,3.98,737.3,447.96,7,0,1,39,0
5436,4,3.98,392.1,446.57,4,0,1,37,0
5437,2,3.98,615.6,447.91,2,0,0,33,1
5438,3,3.98,81.1,445.09,3,0,1,15,0
5439,8,4.0,667.5,445.18,3,1,0,47,1
5440,4,4.01,628.8,445.44,4,0,0,32,1
5441,4,4.01,629.1,447.44,4,0,0,31,1
5442,1,4.0,54.7,445.37,1,0,1,17,0
5443,4,4.0,518.5,445.38,4,0,1,38,0
5444,0,3.98,125.8,443.21,0,0,1,28,0
5445,3,4.0,244.5,443.34,3,0,1,24,0
5446,4,4.0,531.5,444.19,4,0,0,32,1
5447,9,4.05,628.4,446.05,4,1,0,39,1
5448,6,4.04,266.7,445.77,6,0,1,26,0
5449,7,4.07,590.9,447.03,2,1,0,42,1
5450,2,4.04,672.7,446.71,2,0,0,47,1
5451,3,4.04,249.3,447.84,3,0,0,20,0
5452,2,4.04,117.3,446.47,2,0,1,16,0
5453,7,4.04,405.0,444.44,2,1,0,29,1
5454,3,4.05,426.1,445.1,3,0,0,34,1
5455,2,4.01,286.7,441.44,2,0,1,21,0
5456,4,4.03,539.4,441.43,4,0,1,40,0
5457,3,4.03,717.0,444.92,3,0,0,39,1
5458,1,4.0,551.3,443.95,1,0,0,32,1
5459,2,3.98,-3.9,441.88,2,0,1,6,0
5460,4,4.0,483.2,442.79,4,0,0,38,1
5461,4,4.01,795.9,446.14,4,0,0,42,1
5462,1,4.0,109.7,444.85,1,0,1,24,0
5463,4,3.98,353.7,442.53,4,0,1,30,0
5464,0,3.96,114.0,440.63,0,0,1,21,0
5465,1,3.96,654.2,443.23,1,0,0,27,1
5466,6,3.98,522.3,443.63,1,1,1,39,0
5467,3,3.96,230.9,441.1,3,0,1,27,0
5468,7,3.94,810.2,440.67,2,1,0,39,1
5469,0,3.91,201.8,438.36,0,0,1,24,0
5470,1,3.92,95.8,435.81,1,0,1,24,0
5471,4,3.92,896.7,438.56,4,0,0,43,1
5472,2,3.88,273.7,436.53,2,0,0,22,0
5473,4,3.89,520.2,437.63,4,0,1,41,0
5474,3,3.89,578.8,439.11,3,0,0,37,1
5475,9,3.92,667.8,440.86,4,1,0,47,1
5476,1,3.9,660.2,442.35,1,0,0,29,1
5477,6,3.92,221.0,442.88,1,1,1,28,0
5478,4,3.91,611.1,443.73,4,0,1,46,0
5479,2,3.9,614.0,442.98,2,0,0,38,1
5480,2,3.83,240.3,440.45,2,0,1,23,0
5481,2,3.83,212.6,436.6,2,0,1,28,0
5482,2,3.83,480.9,436.93,2,0,1,34,0
5483,7,3.83,477.4,436.2,2,1,1,35,0
5484,8,3.86,465.7,437.87,3,1,0,26,1
5485,2,3.87,522.3,440.32,2,0,0,33,1
5486,1,3.81,117.9,436.77,1,0,1,21,0
5487,4,3.83,500.1,437.37,4,0,1,40,0
5488,4,3.83,685.8,436.71,4,0,0,25,1
5489,8,3.85,765.3,439.04,3,1,1,45,0
5490,2,3.83,659.9,439.56,2,0,0,42,1
5491,9,3.86,425.7,438.09,4,1,0,27,1
5492,4,3.87,336.7,438.19,4,0,1,33,0
5493,1,3.83,510.5,438.13,1,0,0,32,0
5494,1,3.82,103.4,437.43,1,0,0,10,0
5495,10,3.85,833.1,437.37,5,1,0,40,1
5496,2,3.85,478.2,436.67,2,0,1,45,0
5497,5,3.86,713.9,439.14,5,0,0,31,1
5498,7,3.9,275.8,439.59,2,1,0,32,1
5499,2,3.9,362.2,440.55,2,0,0,31,1
5500,1,3.87,441.6,440.62,1,0,0,43,0
5501,4,3.83,393.8,439.65,4,0,1,30,0
5502,1,3.83,217.5,440.87,1,0,1,33,0
5503,3,3.78,794.4,441.03,3,0,0,46,1
5504,2,3.73,290.6,439.15,2,0,0,28,1
5505,4,3.71,662.2,439.02,4,0,0,28,1
5506,9,3.73,446.6,438.42,4,1,1,26,0
5507,8,3.77,648.2,441.52,3,1,0,32,1
5508,2,3.73,245.2,439.91,2,0,1,35,0
5509,2,3.75,191.5,439.91,2,0,1,28,0
5510,2,3.74,314.2,440.86,2,0,0,28,0
5511,0,3.73,-27.7,438.25,0,0,1,13,0
5512,2,3.73,429.6,439.98,2,0,1,31,0
5513,1,3.73,142.5,439.85,1,0,0,15,0
5514,2,3.72,375.2,438.43,2,0,0,27,0
5515,1,3.71,162.8,437.64,1,1,1,20,0
5516,10,3.72,495.6,436.18,5,1,1,30,0
5517,4,3.73,797.5,439.66,4,0,0,31,1
5518,3,3.73,402.2,439.22,3,0,0,30,0
5519,9,3.75,578.9,438.98,4,1,0,30,1
5520,3,3.76,449.1,439.59,3,0,1,35,0
5521,8,3.8,388.5,440.03,3,1,1,37,0
5522,0,3.79,185.2,439.01,0,0,0,21,0
5523,5,3.81,604.8,441.73,5,0,1,31,0
5524,1,3.81,134.2,440.42,1,0,1,24,0
5525,3,3.81,289.7,439.76,3,0,1,34,0
5526,3,3.82,347.3,441.38,3,0,0,27,0
5527,8,3.83,669.1,441.75,3,1,0,46,1
5528,5,3.81,297.0,440.4,5,0,0,42,1
5529,1,3.79,164.7,437.69,1,0,1,34,0
5530,7,3.78,470.2,437.35,2,1,0,38,1
5531,2,3.77,210.6,435.72,2,0,1,29,0
5532,4,3.77,455.9,436.71,4,0,0,27,0
5533,2,3.77,392.2,436.7,2,0,0,32,1
5534,2,3.73,682.7,435.64,2,0,0,38,0
5535,6,3.71,386.3,434.98,6,0,1,29,0
5536,2,3.69,605.8,434.69,2,0,0,48,0
5537,3,3.69,728.1,437.35,3,0,0,32,1
5538,7,3.69,779.8,438.3,7,0,0,38,1
5539,4,3.71,514.2,438.28,4,0,1,39,0
5540,1,3.69,521.0,437.26,1,0,0,20,1
5541,3,3.7,378.2,439.13,3,0,1,30,0
5542,1,3.69,143.7,438.01,1,0,1,28,0
5543,2,3.7,114.2,437.98,2,0,1,20,0
5544,3,3.69,256.4,437.83,3,0,1,31,0
5545,4,3.69,575.4,437.37,4,0,0,42,1
5546,2,3.66,319.3,436.07,2,0,1,35,0
5547,3,3.59,616.6,435.15,3,0,0,37,1
5548,1,3.6,39.3,434.85,1,0,1,11,0
5549,8,3.62,548.3,435.96,3,1,0,34,1
5550,2,3.62,338.5,435.75,2,0,1,35,0
5551,4,3.62,566.3,434.45,4,0,1,36,0
5552,8,3.65,767.3,437.88,3,1,0,39,1
5553,4,3.66,665.4,438.49,4,0,0,33,1
5554,1,3.64,134.3,436.84,1,0,1,20,0
5555,4,3.59,671.7,437.51,4,0,0,35,1
5556,10,3.63,683.7,440.72,5,1,0,35,1
5557,4,3.62,386.8,439.14,4,0,1,29,0
5558,2,3.62,150.8,438.98,2,0,1,19,0
5559,1,3.58,106.8,436.6,1,0,1,15,0
5560,3,3.56,281.3,436.09,3,0,1,26,0
5561,4,3.57,803.4,436.86,4,0,0,42,1
5562,9,3.6,275.6,437.42,4,1,0,27,1
5563,2,3.6,301.1,436.6,2,0,0,36,1
5564,1,3.56,236.8,435.14,1,0,1,24,0
5565,2,3.54,84.6,432.25,2,0,1,11,0
5566,1,3.53,395.1,431.57,1,0,0,22,1
5567,0,3.52,19.8,430.64,0,0,1,15,0
5568,3,3.52,593.2,432.41,3,0,0,42,1
5569,1,3.5,227.2,432.29,1,1,1,24,0
5570,4,3.5,832.2,433.4,4,0,0,45,1
5571,11,3.55,721.1,436.27,1,2,0,36,1
5572,7,3.58,456.1,436.06,2,1,0,30,1
5573,9,3.6,468.2,437.33,4,1,0,43,1
5574,10,3.65,450.9,437.94,5,1,1,27,0
5575,14,3.71,693.3,441.1,4,2,0,27,1
5576,8,3.72,281.5,438.96,3,1,1,26,0
5577,4,3.72,775.5,439.76,4,0,0,36,1
5578,2,3.71,531.0,439.68,2,0,0,33,1
5579,10,3.75,675.2,440.6,5,1,0,39,1
5580,4,3.77,886.3,441.82,4,0,0,47,1
5581,5,3.77,464.0,441.0,5,0,1,32,0
5582,1,3.76,86.8,438.69,1,0,1,17,0
5583,15,3.81,589.1,438.17,5,2,1,33,0
5584,4,3.83,814.0,440.04,4,0,0,43,1
5585,1,3.82,185.9,439.83,1,0,1,24,0
5586,0,3.81,622.2,442.37,2,0,0,33,1
5587,1,3.79,135.2,440.13,1,0,1,26,0
5588,3,3.81,644.3,442.71,3,0,0,37,1
5589,2,3.81,387.8,444.29,2,0,0,26,0
5590,0,3.81,56.7,443.8,0,0,1,22,0
5591,0,3.79,17.9,441.73,0,0,1,19,0
5592,3,3.79,235.7,440.73,3,1,1,21,0
5593,2,3.77,425.1,439.87,2,0,0,32,0
5594,2,3.77,242.6,438.89,2,0,0,13,0
5595,2,3.77,682.5,441.78,2,0,0,35,1
5596,4,3.77,761.3,442.41,4,0,0,36,1
5597,2,3.77,458.1,443.13,2,0,0,38,0
5598,2,3.77,700.4,443.58,2,0,0,38,1
5599,5,3.72,436.1,443.0,5,0,0,42,1
5600,2,3.71,139.5,441.45,2,0,1,18,0
5601,5,3.72,764.8,442.57,7,0,0,36,1
5602,9,3.74,548.2,441.65,4,1,0,34,1
5603,6,3.75,696.2,443.93,6,0,0,25,1
5604,3,3.76,254.3,443.18,3,0,0,16,0
5605,7,3.73,454.4,442.19,2,1,0,37,1
5606,3,3.71,784.4,442.91,3,0,0,38,1
5607,2,3.71,503.2,444.63,2,0,1,37,0
5608,7,3.74,544.3,445.79,2,1,0,38,1
5609,3,3.75,266.0,444.4,3,0,1,24,0
5610,3,3.73,781.5,445.19,3,0,0,44,1
5611,2,3.73,146.5,443.46,2,0,1,17,0
5612,1,3.73,457.8,444.96,1,0,0,34,1
5613,6,3.75,811.6,448.29,6,0,0,50,1
5614,1,3.73,448.0,445.91,1,0,0,37,1
5615,1,3.73,518.4,444.73,1,0,0,30,1
5616,5,3.73,642.4,444.82,5,0,0,40,1
5617,3,3.72,824.1,446.9,3,0,0,49,1
5618,3,3.73,133.5,445.37,3,0,1,16,0
5619,9,3.76,743.7,446.13,4,1,0,48,1
5620,3,3.77,713.6,446.89,3,0,0,40,1
5621,2,3.76,246.1,447.05,2,0,0,21,0
5622,4,3.77,369.6,447.19,4,0,1,29,0
5623,0,3.77,57.6,445.31,0,0,0,12,0
5624,3,3.73,424.0,443.14,3,0,0,36,1
5625,2,3.73,186.4,440.54,2,0,1,23,0
5626,3,3.73,285.8,438.76,3,0,0,27,0
5627,2,3.73,900.2,441.79,2,0,0,44,1
5628,1,3.72,112.6,439.27,1,0,1,25,0
5629,3,3.72,550.5,440.34,3,0,0,33,1
5630,2,3.71,197.6,439.82,2,0,1,25,0
5631,2,3.69,484.5,440.06,2,0,0,41,1
5632,0,3.67,80.5,438.51,0,0,1,21,0
5633,4,3.68,519.8,438.78,4,0,1,43,0
5634,6,3.69,204.8,438.65,1,1,1,19,0
5635,8,3.7,578.9,437.86,3,1,0,40,1
5636,1,3.69,224.2,437.02,1,0,0,21,0
5637,8,3.71,644.3,437.16,3,1,0,35,1
5638,2,3.71,683.0,440.17,2,0,0,42,1
5639,8,3.71,571.1,439.69,3,1,0,48,1
5640,2,3.7,138.8,437.24,2,1,1,21,0
