round,score,avg_score_200,reward,avg_reward_200,coins,kills,suicides,crates_destroyed,alive_fraction
2009,1,2.81,327.2,406.43,1,0,1,38,0
2010,1,2.81,84.0,406.31,1,0,1,15,0
2011,2,2.81,181.6,406.16,2,0,1,21,0
2012,6,2.84,809.4,409.57,1,1,0,41,1
2013,8,2.87,552.7,410.54,3,1,0,32,0
2014,4,2.88,408.6,410.89,4,0,1,34,0
2015,8,2.92,365.9,408.91,3,1,1,21,0
2016,9,2.91,478.7,407.58,4,1,1,30,0
2017,0,2.9,116.0,406.79,0,0,0,18,0
2018,0,2.88,108.7,404.78,0,0,1,24,0
2019,0,2.88,12.7,404.64,0,0,1,17,0
2020,3,2.88,135.8,402.86,3,0,1,17,0
2021,4,2.9,577.5,402.21,4,0,0,35,0
2022,2,2.89,215.1,399.48,2,0,0,21,0
2023,1,2.86,146.7,398.75,1,0,1,24,0
2024,5,2.87,533.3,398.41,0,1,0,38,1
2025,4,2.88,578.6,400.44,4,0,0,25,1
2026,3,2.88,443.4,401.91,3,0,1,34,0
2027,8,2.92,790.7,404.13,3,1,0,51,1
2028,0,2.91,53.6,401.17,0,0,1,19,0
2029,7,2.94,560.6,400.91,2,1,0,34,1
2030,0,2.92,26.3,399.16,0,0,1,16,0
2031,7,2.96,537.3,398.34,2,1,0,28,1
2032,3,2.97,309.2,398.77,3,0,1,28,0
2033,1,2.96,331.7,399.13,1,0,1,34,0
2034,1,2.96,530.9,398.18,1,0,0,35,1
2035,0,2.96,110.3,395.59,0,0,0,21,0
2036,2,2.96,632.8,398.98,2,0,0,32,1
2037,8,3.0,381.0,400.27,3,1,0,29,0
2038,6,3.03,288.6,399.45,1,1,1,23,0
2039,1,3.02,59.2,396.19,1,0,1,20,0
2040,0,3.02,511.1,397.25,0,0,0,35,1
2041,2,3.0,331.0,396.9,2,0,0,31,0
2042,3,2.98,234.9,396.79,3,0,1,22,0
2043,13,3.04,874.8,400.77,3,2,0,34,1
2044,3,3.04,594.4,401.21,3,0,0,32,0
2045,7,3.08,762.3,403.55,2,1,0,36,1
2046,3,3.08,926.9,406.75,3,0,0,48,1
2047,1,3.08,417.5,407.75,1,0,0,33,0
2048,6,3.09,639.4,407.08,1,1,0,40,1
2049,2,3.04,199.8,404.54,2,0,0,20,0
2050,2,3.04,583.3,404.67,2,0,0,38,1
2051,2,3.06,306.4,405.09,2,0,0,29,0
2052,1,3.04,221.8,404.85,1,0,1,32,0
2053,3,3.04,575.7,405.57,3,0,0,34,1
2054,0,3.02,284.5,403.53,0,1,1,31,0
2055,8,3.06,831.9,407.56,3,1,0,29,1
2056,2,3.07,309.8,407.67,2,0,1,27,0
2057,2,3.08,412.5,409.28,2,0,0,32,0
2058,1,3.05,454.8,407.4,1,0,0,24,1
2059,0,3.05,209.5,408.12,0,0,1,33,0
2060,0,3.04,85.1,407.94,0,0,1,25,0
2061,7,3.07,747.1,408.7,2,1,0,36,1
2062,1,3.06,558.0,408.83,1,0,0,38,0
2063,2,3.06,254.4,408.09,2,0,1,18,0
2064,3,3.06,591.6,409.7,3,0,0,33,1
2065,2,3.06,739.7,411.15,2,0,0,28,1
2066,4,3.04,238.2,408.41,4,0,1,23,0
2067,1,3.04,502.1,410.66,1,0,0,33,1
2068,3,3.04,599.4,411.35,3,0,0,36,1
2069,2,3.03,520.3,409.59,2,0,0,35,0
2070,4,3.05,149.3,408.28,4,0,1,15,0
2071,2,3.06,609.7,409.05,2,0,0,30,1
2072,0,3.02,240.0,408.33,0,0,0,23,0
2073,4,3.03,756.8,409.09,4,0,0,36,1
2074,1,2.98,16.2,404.62,1,0,1,17,0
2075,3,2.99,208.6,404.76,3,0,1,23,0
2076,3,3.0,131.2,405.1,3,0,1,14,0
2077,0,2.99,138.9,404.81,0,0,1,23,0
2078,3,3.0,651.9,405.99,3,0,0,30,1
2079,3,3.0,367.8,406.65,3,0,1,31,0
2080,3,2.98,520.0,404.64,3,0,0,27,0
2081,6,2.94,651.7,403.64,1,1,0,39,1
2082,0,2.93,266.9,404.81,0,0,0,25,0
2083,2,2.93,494.0,403.83,2,0,0,32,1
2084,2,2.94,286.8,404.81,2,0,1,34,0
2085,3,2.95,372.2,405.28,3,0,0,25,0
2086,2,2.92,380.3,403.13,2,0,0,36,0
2087,0,2.91,52.6,402.0,0,0,0,11,0
2088,7,2.94,648.4,405.06,2,1,0,29,0
2089,5,2.95,737.0,406.51,5,0,0,41,1
2090,1,2.94,56.8,402.61,1,0,1,18,0
2091,7,2.96,611.8,405.66,2,1,0,40,1
2092,1,2.96,490.5,406.5,1,0,0,33,1
2093,4,2.96,862.7,409.57,4,0,0,46,1
2094,1,2.96,600.5,411.6,1,0,0,30,1
2095,1,2.97,225.8,411.76,1,0,1,31,0
2096,4,2.98,239.8,412.08,4,0,1,16,0
2097,3,2.99,357.2,411.22,3,0,0,27,0
2098,6,2.98,436.7,409.77,1,1,1,29,0
2099,0,2.98,164.6,410.35,0,0,0,27,0
2100,4,2.98,264.9,407.88,4,0,0,18,0
2101,3,2.96,283.9,405.89,3,0,1,32,0
2102,1,2.96,272.3,406.49,1,0,0,29,0
2103,6,2.96,618.2,406.07,1,1,0,37,1
2104,2,2.96,538.2,407.81,2,0,0,35,0
2105,1,2.94,221.3,404.99,1,0,0,23,0
2106,2,2.94,639.6,406.08,2,0,0,33,1
2107,1,2.94,213.8,406.97,1,0,1,34,0
2108,0,2.94,234.1,406.36,0,0,1,34,0
2109,3,2.94,576.7,407.11,3,0,0,29,0
2110,3,2.92,277.3,404.89,3,0,0,22,0
2111,1,2.92,696.9,406.08,1,0,0,35,1
2112,0,2.91,247.7,404.06,0,0,0,25,0
2113,2,2.92,439.0,405.92,2,0,0,27,1
2114,2,2.92,590.5,408.42,2,0,0,33,1
2115,1,2.91,210.3,406.58,1,0,1,25,0
2116,1,2.9,88.1,404.37,1,0,0,14,0
2117,2,2.91,681.6,406.73,2,0,0,31,1
2118,2,2.9,557.9,407.41,2,0,0,30,1
2119,3,2.92,535.6,409.73,3,0,0,28,1
2120,2,2.9,234.3,408.02,2,0,1,26,0
2121,4,2.91,779.4,411.24,4,0,0,42,1
2122,2,2.88,200.5,410.32,2,0,1,30,0
2123,8,2.9,681.9,410.2,3,1,0,24,1
2124,2,2.9,498.0,410.63,2,0,0,29,1
2125,1,2.9,554.9,411.89,1,0,0,29,1
2126,4,2.92,687.0,414.45,4,0,0,26,1
2127,1,2.92,20.1,410.81,1,0,1,13,0
2128,3,2.93,556.7,412.98,3,0,0,34,1
2129,6,2.96,388.4,412.14,1,1,0,31,0
2130,1,2.96,221.3,412.15,1,0,0,24,0
2131,1,2.96,450.3,413.51,1,0,1,28,0
2132,1,2.96,236.7,411.68,1,0,1,20,0
2133,3,2.96,698.4,411.61,3,0,0,37,1
2134,3,2.96,687.2,413.97,3,0,0,29,1
2135,0,2.94,65.6,410.9,0,0,1,17,0
2136,4,2.96,782.9,413.18,4,0,0,34,1
2137,0,2.95,206.9,411.25,0,0,1,30,0
2138,0,2.91,111.1,408.5,0,0,1,22,0
2139,2,2.86,168.8,405.54,2,0,1,22,0
2140,4,2.85,809.7,406.13,4,0,0,34,1
2141,0,2.84,107.5,405.15,0,1,1,19,0
2142,0,2.83,263.9,403.11,0,0,1,31,0
2143,6,2.81,729.4,404.46,1,1,0,35,1
2144,3,2.76,310.7,402.52,3,0,0,26,0
2145,4,2.77,400.0,402.9,4,0,1,27,0
2146,8,2.81,802.5,406.39,3,1,0,50,0
2147,4,2.82,924.8,410.37,4,0,0,47,1
2148,3,2.81,194.6,409.26,3,0,1,25,0
2149,7,2.83,377.3,409.51,2,1,1,37,0
2150,3,2.83,774.4,410.06,3,0,0,40,1
2151,7,2.86,605.4,411.42,2,1,0,30,1
2152,2,2.85,481.7,411.51,2,0,0,36,1
2153,9,2.88,919.0,413.31,4,1,0,47,1
2154,2,2.9,773.2,416.46,2,0,0,39,1
2155,3,2.9,569.4,417.07,3,1,1,35,0
2156,1,2.88,411.4,418.25,1,0,0,32,1
2157,2,2.87,164.6,417.92,2,0,1,15,0
2158,2,2.88,433.0,419.45,2,0,0,24,0
2159,2,2.87,552.4,418.34,2,0,0,26,1
2160,1,2.84,55.1,417.17,1,0,1,24,0
2161,2,2.85,51.1,415.62,2,0,1,11,0
2162,7,2.87,583.8,415.02,2,1,0,28,1
2163,3,2.88,654.4,417.47,3,0,0,37,1
2164,2,2.88,97.1,413.87,2,0,1,13,0
2165,4,2.88,782.9,415.93,4,0,1,39,0
2166,8,2.9,505.5,414.68,3,1,0,33,1
2167,3,2.92,610.5,415.5,3,0,0,30,1
2168,1,2.91,185.3,413.74,1,0,0,17,0
2169,1,2.92,363.0,414.5,1,0,0,25,0
2170,6,2.94,465.8,414.63,6,0,1,28,0
2171,6,2.93,508.4,412.81,1,1,0,39,1
2172,10,2.94,887.9,414.15,5,1,0,43,1
2173,3,2.94,611.3,415.71,3,0,0,44,1
2174,3,2.94,628.0,414.82,3,0,0,36,1
2175,8,2.93,679.8,414.07,3,1,0,22,1
2176,2,2.93,13.2,413.31,2,0,1,10,0
2177,4,2.94,534.6,415.14,4,0,1,31,0
2178,1,2.92,236.4,413.18,1,0,0,28,0
2179,6,2.94,495.6,414.66,6,0,1,32,0
2180,3,2.96,545.6,416.11,3,0,0,32,1
2181,2,2.96,456.3,416.42,2,0,0,26,1
2182,6,2.98,706.5,419.46,1,1,0,33,1
2183,4,2.98,511.7,418.84,4,0,1,36,0
2184,0,2.96,104.6,416.79,0,0,0,14,0
2185,3,2.96,609.5,418.3,3,0,0,49,0
2186,4,2.96,837.0,419.37,4,0,0,47,1
2187,1,2.96,171.2,420.01,1,0,0,18,0
2188,4,2.96,386.6,418.74,4,0,1,29,0
2189,1,2.96,220.1,419.56,1,0,1,32,0
2190,1,2.94,276.0,419.26,1,0,1,28,0
2191,3,2.96,644.4,419.95,3,0,0,34,1
2192,2,2.95,507.1,418.59,2,0,0,32,0
2193,3,2.92,342.0,417.13,3,0,0,28,0
2194,3,2.94,697.5,417.78,3,0,0,32,1
2195,10,2.98,406.0,420.01,5,1,1,30,0
2196,8,3.02,325.5,421.22,3,1,1,28,0
2197,6,3.04,687.1,424.47,1,1,0,39,1
2198,3,3.06,601.3,426.57,3,0,0,34,1
2199,3,3.06,407.6,427.58,3,0,1,32,0
2200,2,3.06,214.0,425.98,2,0,1,30,0
2201,4,3.07,331.7,427.39,4,0,1,35,0
2202,2,3.04,147.9,425.88,2,0,0,19,0
2203,1,3.03,95.3,423.93,1,0,1,23,0
2204,2,3.04,207.9,424.12,2,0,0,20,0
2205,4,3.05,532.3,426.4,4,0,0,41,0
2206,0,3.03,374.3,425.85,0,0,0,32,0
2207,4,3.01,600.7,425.01,4,0,0,29,1
2208,8,3.05,827.6,428.41,3,1,0,39,1
2209,1,3.05,40.3,426.97,1,0,1,16,0
2210,8,3.08,797.6,430.54,3,1,0,34,1
2211,2,3.08,228.5,430.77,2,0,0,22,0
2212,4,3.08,245.4,427.95,4,0,1,29,0
2213,2,3.04,482.6,427.6,2,0,0,24,1
2214,4,3.04,783.5,429.48,4,0,0,44,1
2215,4,3.02,268.1,428.99,4,0,1,26,0
2216,1,2.98,190.4,427.55,1,0,1,29,0
2217,2,3.0,620.8,430.07,2,0,0,23,1
2218,2,3.0,279.9,430.93,2,0,1,30,0
2219,1,3.01,184.7,431.79,1,0,0,25,0
2220,1,3.0,104.0,431.63,1,0,1,19,0
2221,2,2.99,247.1,429.98,2,0,0,31,0
2222,0,2.98,172.1,429.76,0,0,0,26,0
2223,2,2.98,706.8,432.56,2,0,0,22,1
2224,3,2.98,503.5,432.41,3,0,0,28,1
2225,4,2.98,761.6,433.33,4,0,0,39,1
2226,7,3.0,735.6,434.79,2,1,0,33,1
2227,7,2.99,415.0,432.91,2,1,0,33,1
2228,3,3.0,682.0,436.05,3,0,0,34,1
2229,1,2.98,571.2,436.11,1,0,0,35,1
2230,2,2.98,219.2,437.07,2,0,0,22,0
2231,2,2.96,400.5,436.39,2,0,1,38,0
2232,9,2.99,698.2,438.33,4,1,0,43,1
2233,2,3.0,365.7,438.5,2,0,1,43,0
2234,1,3.0,318.0,437.44,1,0,1,36,0
2235,2,3.0,424.6,439.01,2,0,0,39,0
2236,2,3.0,127.8,436.48,2,0,1,17,0
2237,6,3.0,351.8,436.34,1,1,1,30,0
2238,3,2.98,406.6,436.93,3,0,1,40,0
2239,2,2.98,221.9,437.74,2,0,1,32,0
2240,2,3.0,301.3,436.69,2,0,0,15,0
2241,2,3.0,492.2,437.5,2,0,1,40,0
2242,1,2.98,143.5,437.04,1,0,0,18,0
2243,6,2.95,750.6,436.42,6,0,0,36,1
2244,0,2.94,186.4,434.38,0,0,0,25,0
2245,1,2.9,529.5,433.22,1,0,0,41,1
2246,0,2.89,103.3,429.1,0,0,1,21,0
2247,1,2.89,474.1,429.38,1,0,0,43,0
2248,1,2.87,18.3,426.28,1,0,1,11,0
2249,4,2.88,565.0,428.1,4,0,0,45,0
2250,2,2.88,246.4,426.42,2,0,0,19,0
2251,3,2.88,689.2,428.33,3,0,0,41,1
2252,8,2.92,691.0,430.68,3,1,0,42,1
2253,5,2.92,393.8,429.77,5,0,0,21,0
2254,2,2.94,481.2,430.75,2,0,0,33,1
2255,2,2.9,471.9,428.95,2,0,0,30,0
2256,7,2.93,524.8,430.03,2,1,0,36,0
2257,3,2.94,424.8,430.09,3,0,0,32,1
2258,4,2.95,656.7,431.1,4,0,0,39,0
2259,0,2.95,134.9,430.72,0,0,1,34,0
2260,3,2.96,659.1,433.59,3,0,0,33,1
2261,2,2.94,80.8,430.26,2,0,1,18,0
2262,1,2.94,195.8,428.45,1,0,1,28,0
2263,3,2.94,562.3,429.99,3,0,1,42,0
2264,3,2.94,721.7,430.64,3,0,0,48,1
2265,2,2.94,307.1,428.48,2,0,0,27,0
2266,2,2.94,229.5,428.43,2,0,0,25,1
2267,4,2.95,662.4,429.24,4,0,0,38,1
2268,3,2.95,684.0,429.66,3,0,0,34,1
2269,1,2.94,185.5,427.99,1,0,1,22,0
2270,2,2.94,598.7,430.23,2,0,0,36,1
2271,1,2.93,90.7,427.64,1,0,0,12,0
2272,7,2.96,380.4,428.34,2,1,1,30,0
2273,7,2.98,651.3,427.81,2,1,0,34,1
2274,4,3.0,576.4,430.61,4,0,0,37,0
2275,2,2.99,257.8,430.86,2,0,1,23,0
2276,5,3.0,621.3,433.31,5,0,0,30,0
2277,2,3.01,192.7,433.58,2,0,1,26,0
2278,3,3.01,564.9,433.14,3,0,0,29,1
2279,3,3.01,229.7,432.45,3,0,0,19,0
2280,3,3.01,585.5,432.78,3,0,0,27,1
2281,1,2.98,186.2,430.45,1,0,1,23,0
2282,3,3.0,374.3,430.99,3,0,0,27,0
2283,4,3.01,686.9,431.95,4,0,0,44,0
2284,9,3.04,564.3,433.34,4,1,0,29,1
2285,8,3.07,572.2,434.34,3,1,1,38,0
2286,2,3.07,392.6,434.4,2,1,1,33,0
2287,5,3.1,862.3,438.45,5,0,0,41,1
2288,2,3.07,614.8,438.28,2,0,0,39,1
2289,1,3.05,43.1,434.81,1,0,1,12,0
2290,2,3.06,202.5,435.54,2,0,1,29,0
2291,1,3.02,537.3,435.17,1,0,0,24,1
2292,2,3.03,189.4,433.66,2,0,1,26,0
2293,7,3.04,654.0,432.62,2,1,0,42,1
2294,1,3.04,191.5,430.58,1,0,0,19,0
2295,1,3.04,228.8,430.59,1,0,1,32,0
2296,1,3.03,612.9,432.46,1,0,0,26,1
2297,2,3.02,444.4,432.89,2,0,0,37,1
2298,4,3.02,588.9,433.65,4,0,1,52,0
2299,5,3.04,395.4,434.81,5,0,1,34,0
2300,1,3.02,171.0,434.34,1,0,1,20,0
2301,1,3.02,68.1,433.26,1,0,1,19,0
2302,1,3.02,245.6,433.13,1,0,0,23,0
2303,11,3.04,839.0,434.23,6,1,0,45,1
2304,0,3.03,69.7,431.89,0,0,1,24,0
2305,1,3.03,285.5,432.21,1,0,1,30,0
2306,3,3.04,376.3,430.89,3,0,1,27,0
2307,1,3.04,491.5,432.28,1,0,0,33,1
2308,1,3.04,114.9,431.68,1,1,1,17,0
2309,2,3.04,494.0,431.27,2,1,1,27,0
2310,2,3.03,547.2,432.62,2,0,0,34,1
2311,1,3.03,20.3,429.24,1,0,1,11,0
2312,4,3.05,611.0,431.05,4,0,0,29,1
2313,1,3.04,433.5,431.03,1,0,0,34,1
2314,7,3.07,393.5,430.04,2,1,0,23,0
2315,0,3.06,323.5,430.61,0,0,0,32,0
2316,1,3.06,254.1,431.44,1,0,0,25,0
2317,11,3.11,1050.5,433.28,6,1,0,52,1
2318,0,3.1,468.8,432.84,0,0,0,38,0
2319,2,3.1,398.1,432.15,2,0,0,28,0
2320,4,3.1,250.5,432.23,4,0,1,24,0
2321,2,3.1,162.0,429.14,2,0,1,24,0
2322,9,3.13,818.7,432.23,4,1,0,28,1
2323,3,3.1,505.7,431.35,3,0,0,25,0
2324,7,3.13,579.3,431.76,7,0,0,28,1
2325,3,3.14,480.1,431.38,3,0,1,35,0
2326,3,3.13,419.4,430.05,3,0,0,22,0
2327,9,3.17,380.4,431.85,4,1,1,32,0
2328,2,3.17,162.9,429.88,2,0,1,24,0
2329,2,3.15,452.0,430.2,2,0,0,34,1
2330,2,3.15,147.0,429.83,2,0,1,27,0
2331,7,3.19,682.0,430.98,7,0,0,34,1
2332,8,3.22,834.6,433.97,3,1,0,47,1
2333,2,3.21,15.0,430.56,2,0,1,11,0
2334,1,3.21,202.0,428.13,1,0,1,28,0
2335,1,3.21,177.2,428.69,1,0,1,22,0
2336,2,3.2,159.5,425.57,2,0,1,24,0
2337,7,3.23,536.6,427.22,2,1,0,32,1
2338,5,3.26,773.7,430.53,5,0,0,41,1
2339,5,3.27,514.4,432.26,0,1,1,40,0
2340,11,3.31,798.1,432.2,1,2,0,39,1
2341,2,3.32,793.3,435.63,2,0,0,44,1
2342,0,3.32,-70.3,433.96,0,0,1,7,0
2343,3,3.31,311.8,431.87,3,0,1,32,0
2344,1,3.29,135.3,431.0,1,0,0,14,0
2345,0,3.27,75.0,429.37,0,0,1,20,0
2346,0,3.23,28.9,425.5,0,0,1,22,0
2347,3,3.23,569.8,423.73,3,0,0,38,1
2348,4,3.23,689.4,426.2,4,0,0,43,1
2349,4,3.22,716.2,427.9,4,0,0,45,0
2350,0,3.21,86.3,424.46,0,0,0,14,0
2351,3,3.19,275.0,422.8,3,0,1,21,0
2352,1,3.18,684.9,423.82,1,0,0,34,1
2353,3,3.15,552.7,421.99,3,0,0,38,1
2354,4,3.16,453.9,420.39,4,0,0,28,0
2355,4,3.17,643.9,420.77,4,0,0,33,1
2356,8,3.2,550.3,421.46,3,1,1,37,0
2357,2,3.2,236.7,421.82,2,0,1,37,0
2358,3,3.21,399.2,421.65,3,0,1,27,0
2359,3,3.21,644.9,422.11,3,0,0,36,1
2360,3,3.22,752.1,425.6,3,0,0,45,1
2361,5,3.23,698.4,428.84,5,0,0,31,1
2362,1,3.21,857.9,430.21,1,0,0,58,1
2363,7,3.23,711.2,430.49,2,1,0,36,1
2364,1,3.22,297.3,431.49,1,0,1,31,0
2365,6,3.23,376.8,429.46,6,0,1,28,0
2366,2,3.2,131.0,427.59,2,0,1,21,0
2367,7,3.22,524.5,427.16,2,1,0,33,0
2368,1,3.22,91.7,426.69,1,0,1,18,0
2369,2,3.23,470.6,427.23,2,0,0,35,1
2370,6,3.23,765.4,428.73,1,1,0,32,1
2371,3,3.21,202.5,427.2,3,0,1,21,0
2372,1,3.17,835.7,426.94,1,0,0,50,1
2373,2,3.16,263.7,425.2,2,0,1,33,0
2374,2,3.15,524.4,424.68,2,0,1,34,0
2375,0,3.12,769.0,425.13,0,0,0,34,1
2376,8,3.15,367.1,426.89,3,1,1,32,0
2377,7,3.16,832.6,428.38,7,0,0,47,0
2378,0,3.15,127.2,427.84,0,0,0,20,0
2379,3,3.14,492.4,427.82,3,0,1,34,0
2380,0,3.12,-21.8,424.99,0,0,1,10,0
2381,3,3.13,430.2,424.86,3,0,0,31,0
2382,3,3.12,672.8,424.69,3,0,0,30,1
2383,3,3.11,301.0,423.63,3,0,1,26,0
2384,2,3.12,275.0,424.49,2,0,1,26,0
2385,4,3.12,535.8,424.12,4,0,1,38,0
2386,5,3.13,794.1,423.9,5,0,0,43,1
2387,5,3.15,334.1,424.72,5,0,0,21,0
2388,13,3.19,436.2,424.96,3,2,1,32,0
2389,3,3.21,315.9,425.44,3,0,1,32,0
2390,4,3.22,147.9,424.8,4,0,1,14,0
2391,1,3.21,352.0,423.34,1,0,0,31,0
2392,9,3.25,637.5,423.99,4,1,0,41,1
2393,6,3.26,386.8,424.22,1,1,1,35,0
2394,8,3.29,667.3,424.07,3,1,0,34,1
2395,1,3.24,388.3,423.98,1,0,0,29,0
2396,1,3.21,317.7,423.94,1,0,1,32,0
2397,2,3.19,145.0,421.23,2,0,1,24,0
2398,0,3.17,14.6,418.29,0,0,1,12,0
2399,5,3.18,632.0,419.42,5,0,0,32,1
2400,6,3.2,880.5,422.75,1,1,0,40,1
2401,0,3.18,55.0,421.37,0,0,1,19,0
2402,1,3.17,500.8,423.13,1,0,0,43,1
2403,1,3.17,521.1,425.26,1,0,0,34,1
2404,3,3.18,654.7,427.49,3,0,0,30,1
2405,7,3.19,708.0,428.37,2,1,0,34,1
2406,2,3.21,467.4,428.84,2,1,1,36,0
2407,4,3.21,361.9,427.64,4,0,0,21,0
2408,8,3.21,812.5,427.57,3,1,0,39,1
2409,1,3.21,261.1,428.67,1,0,0,18,0
2410,2,3.17,141.8,425.39,2,0,1,22,0
2411,1,3.17,98.7,424.74,1,0,1,21,0
2412,1,3.15,134.8,424.19,1,0,1,19,0
2413,3,3.16,152.3,422.54,3,0,1,23,0
2414,2,3.15,313.3,420.19,2,0,1,31,0
2415,2,3.14,628.3,421.99,2,0,0,50,1
2416,3,3.15,671.1,424.39,3,0,0,34,1
2417,3,3.15,354.7,423.06,3,0,1,35,0
2418,8,3.19,713.0,425.23,3,1,0,40,1
2419,3,3.19,278.5,425.7,3,0,0,24,0
2420,7,3.23,647.8,428.42,2,1,0,33,1
2421,2,3.23,669.9,430.53,2,0,0,40,1
2422,0,3.23,30.9,429.82,0,0,1,18,0
2423,2,3.23,764.6,430.11,2,0,0,34,1
2424,6,3.24,485.6,430.02,1,1,0,28,1
2425,8,3.26,831.0,430.37,3,1,0,46,1
2426,4,3.25,705.6,430.22,4,0,0,43,1
2427,2,3.22,71.8,428.5,2,0,1,14,0
2428,8,3.25,505.1,427.62,3,1,1,30,0
2429,2,3.25,572.9,427.63,2,0,0,32,1
2430,1,3.25,485.1,428.96,1,0,0,32,1
2431,8,3.27,448.8,429.2,3,1,1,40,0
2432,1,3.23,226.3,426.84,1,0,0,27,0
2433,1,3.23,79.9,425.41,1,0,1,19,0
2434,1,3.23,735.1,427.5,1,0,0,50,1
2435,3,3.23,327.2,427.01,3,0,1,30,0
2436,6,3.25,318.3,427.96,1,1,1,29,0
2437,2,3.23,193.9,427.17,2,0,1,27,0
2438,3,3.23,405.0,427.16,3,0,1,32,0
2439,0,3.23,101.6,426.56,0,0,0,15,0
2440,3,3.23,289.8,426.51,3,0,1,17,0
2441,3,3.23,187.6,424.98,3,0,1,24,0
2442,1,3.23,244.9,425.49,1,0,0,29,0
2443,9,3.25,711.0,425.29,4,1,1,51,0
2444,8,3.29,448.9,426.6,3,1,1,34,0
2445,1,3.29,230.7,425.11,1,0,0,23,0
2446,0,3.29,-22.1,424.48,0,0,1,14,0
2447,10,3.33,989.6,427.06,5,1,0,40,1
2448,3,3.35,202.4,427.98,3,0,1,30,0
2449,3,3.34,219.6,426.25,3,0,1,24,0
2450,8,3.37,486.9,427.46,3,1,0,29,1
2451,1,3.36,188.0,424.95,1,0,1,19,0
2452,5,3.35,655.0,424.77,5,0,0,30,0
2453,2,3.33,347.4,424.54,2,0,0,25,0
2454,2,3.33,759.9,425.93,2,0,0,35,1
2455,2,3.33,159.5,424.37,2,0,1,31,0
2456,3,3.31,161.0,422.55,3,0,1,17,0
2457,3,3.31,617.1,423.51,3,0,0,37,1
2458,14,3.36,969.5,425.08,4,2,0,41,1
2459,7,3.4,345.1,426.13,2,1,1,30,0
2460,4,3.4,390.7,424.79,4,0,0,27,0
2461,4,3.41,606.0,427.41,4,0,0,41,1
2462,1,3.41,171.2,427.29,1,0,1,24,0
2463,1,3.4,131.9,425.14,1,0,1,25,0
2464,3,3.4,691.9,424.99,3,0,0,44,1
2465,2,3.4,162.8,424.27,2,0,1,23,0
2466,3,3.4,449.1,425.36,3,0,1,41,0
2467,1,3.39,593.6,425.02,1,0,0,34,1
2468,4,3.4,382.4,423.51,4,0,0,19,0
2469,5,3.42,836.5,426.77,5,0,0,43,1
2470,1,3.41,449.3,426.02,1,0,0,35,1
2471,1,3.41,84.1,425.99,1,0,1,19,0
2472,2,3.38,601.5,427.09,2,0,0,39,1
2473,4,3.37,557.9,426.63,4,0,0,25,0
2474,4,3.37,764.4,427.57,4,0,0,25,1
2475,0,3.36,74.8,426.65,0,0,1,18,0
2476,2,3.35,392.5,425.51,2,0,1,32,0
2477,6,3.37,644.2,427.76,1,1,0,27,1
2478,1,3.35,189.0,425.88,1,0,1,26,0
2479,2,3.35,183.8,425.65,2,0,0,21,0
2480,4,3.35,661.4,426.03,4,0,0,30,1
2481,3,3.37,693.5,428.57,3,0,0,39,1
2482,2,3.36,429.8,428.85,2,0,1,27,0
2483,8,3.38,542.9,428.13,3,1,1,31,0
2484,3,3.35,245.7,426.54,3,0,0,22,0
2485,2,3.32,325.1,425.3,2,0,1,30,0
2486,7,3.35,638.1,426.53,2,1,0,33,1
2487,6,3.35,915.9,426.8,6,0,0,35,1
2488,2,3.35,103.3,424.24,2,0,1,19,0
2489,1,3.35,70.3,424.37,1,0,1,18,0
2490,3,3.35,338.0,425.05,3,0,0,32,0
2491,4,3.37,764.3,426.19,4,0,0,45,1
2492,6,3.39,220.6,426.34,1,1,0,17,0
2493,3,3.37,578.2,425.96,3,0,0,31,1
2494,8,3.4,625.3,428.13,3,1,0,31,1
2495,3,3.42,773.8,430.86,3,0,0,43,1
2496,3,3.42,337.5,429.48,3,0,1,35,0
2497,8,3.46,465.9,429.59,3,1,0,30,0
2498,0,3.44,87.2,427.08,0,0,0,15,0
2499,5,3.44,721.0,428.71,5,0,0,46,1
2500,3,3.44,293.0,429.32,3,0,1,32,0
2501,3,3.46,671.6,432.33,3,0,0,28,1
2502,2,3.46,573.3,433.97,2,1,1,31,0
2503,6,3.44,252.2,431.04,1,1,0,22,0
2504,1,3.44,142.0,431.4,1,0,1,26,0
2505,2,3.44,96.6,430.46,2,0,1,18,0
2506,1,3.44,255.4,429.85,1,0,0,23,0
2507,0,3.43,224.9,428.52,0,0,1,29,0
2508,2,3.44,145.2,428.67,2,0,1,20,0
2509,1,3.43,447.5,428.44,1,0,0,26,1
2510,4,3.44,492.3,428.16,4,0,0,34,1
2511,4,3.46,454.4,430.33,4,0,1,29,0
2512,6,3.46,601.9,430.29,1,1,0,37,0
2513,3,3.48,629.0,431.27,3,0,0,42,1
2514,5,3.46,626.8,432.43,5,0,0,24,1
2515,4,3.48,668.8,434.16,4,0,0,45,1
2516,2,3.49,314.0,434.46,2,0,0,25,1
2517,4,3.46,655.6,432.48,4,0,0,28,1
2518,4,3.48,423.0,432.25,4,0,1,33,0
2519,2,3.48,657.4,433.55,2,0,0,34,1
2520,2,3.46,241.0,433.5,2,0,1,27,0
2521,4,3.48,566.2,435.52,4,0,0,38,1
2522,2,3.44,366.5,433.26,2,0,1,33,0
2523,1,3.43,418.9,432.83,1,0,0,35,1
2524,1,3.4,243.9,431.15,1,0,0,23,0
